மற்றும்	y
மாற்றம்	cambia
மாற்றம்	reconversión
மாற்றம்	cambios
மாற்றம்	cambiar
மாற்றம்	cambio
கொண்டிருக்கும்	servil
கழகம்	asociación
இறுதி	definitivo
இறுதி	final
இறுதி	fin
இறுதி	finales
வகைகள்	categorías
வகைகள்	tipos
வகைகள்	categorias
வகைகள்	modos
சீன	chino
சீன	chinos
பொருளாதார	económicas
பொருளாதார	económico
பொருளாதார	económicos
பொருளாதார	económica
பொருளாதார	economico
பொருளாதார	economía
இயற்கை	naturaleza
இயற்கை	naturales
இயற்கை	naturalidad
தலைமை	jefa
தலைமை	liderazgo
தலைமை	jefe
வேதியியல்	quimica
வேதியியல்	química
நிதி	financiamiento
நிதி	financiación
நிதி	finanzas
போக்குவரத்து	transportes
போக்குவரத்து	transporte
போக்குவரத்து	transportación
இருந்தன	eran
இருந்தன	estaban
இருந்தன	fueron
புகழ்	pretextos
புகழ்	alabanzas
புகழ்	fama
புகழ்	alabanza
புகழ்	alabado
புகழ்	excusas
புகழ்	elogio
புகழ்	elogios
முன்பு	antes
அதிகமான	alto
அதிகமான	alta
அதிகமான	elevada
அதிகமான	máx
அதிகமான	máximo
அதிகமான	maximo
கீழே	debajo
கீழே	rebajar
கீழே	inferior
கீழே	abajo
பிப்ரவரி	febrero
செய்தி	noticia
செய்தி	mensajes
செய்தி	noticias
செய்தி	historia
செய்தி	mensaje
செய்தி	novedades
அமெரிக்காவின்	américas
அமெரிக்காவின்	américa
உதவி	ayuda
உதவி	ayudar
பிரெஞ்சு	francesa
பிரெஞ்சு	franceses
பிரெஞ்சு	francés
மலை	montaña
மலை	montañas
உடன்	con
செயலாளர்	secretaría
செயலாளர்	secretario
செயலாளர்	secretaria
வெவ்வேறு	distinta
வெவ்வேறு	distintos
வெவ்வேறு	diferente
வெவ்வேறு	distinto
வெவ்வேறு	diferentes
படைகள்	contingentes
படைகள்	fuerza
படைகள்	tropa
படைகள்	forzar
படைகள்	efectivos
படைகள்	tropas
தேர்தலில்	electorales
தேர்தலில்	eleccion
தேர்தலில்	elección
தேர்தலில்	elecciones
என்ன	qué
பால்	lechoso
பால்	leche
பால்	pablo
வீரர்கள்	jugadores
வீரர்கள்	soldados
வீரர்கள்	reproductores
அழைக்கப்படும்	llamados
அழைக்கப்படும்	llamada
அழைக்கப்படும்	llamé
அழைக்கப்படும்	llamado
தன்மை	conducta
தன்மை	comportamientos
தன்மை	comportamiento
மிகப்பெரிய	enorme
மிகப்பெரிய	enormes
மிகப்பெரிய	inmenso
மிகப்பெரிய	grandes
மிகப்பெரிய	grande
மிகப்பெரிய	inmensa
விடுதலைப்	liberación
கணினி	computadoras
கணினி	sistema
கணினி	computadora
கணினி	ordenador
கணினி	ordenadores
கணினி	informática
வரலாற்று	histórico
வரலாற்று	histórica
வரலாற்று	históricas
வரலாற்று	historico
வரலாற்று	históricos
இத்தகைய	tal
இத்தகைய	acostumbrados
இத்தகைய	tales
இத்தகைய	acostumbrada
இத்தகைய	acostumbrado
தேவையான	requerido
தேவையான	requerida
தேவையான	requeridos
தேவையான	exigido
நவீன	guay
நவீன	chido
நவீன	modernos
நவீன	genial
நவீன	modernas
நவீன	moderno
நவீன	moderna
சிகிச்சை	tratamiento
சிகிச்சை	terapia
தொகுதிகள்	bloques
தொகுதிகள்	cuadras
ஒன்றாக	juntos
ஒன்றாக	juntas
மாநிலம்	estado
நோக்கி	hacia
தற்போதைய	presente
தற்போதைய	actualidad
தற்போதைய	actual
தற்போதைய	corriente
வருகின்றன	venir
வருகின்றன	llegando
வருகின்றன	viene
வருகின்றன	venida
தேர்வு	seleccione
தேர்வு	selección
தேர்வு	opción
தேர்வு	elegir
தேர்வு	selecciona
தேர்வு	seleccionar
தேர்வு	elección
பலர்	muchas
பலர்	muchos
ஊர்	ciudad
ஊர்	pueblo
அல்ல	no
தூதரகம்	embajada
தூதரகம்	embajadas
நோபல்	nobles
முடிவு	conclusión
முடிவு	final
முடிவு	fin
முடிவு	resultado
பத்து	rte
பத்து	diez
கிடைக்கும்	disponibles
கிடைக்கும்	disponible
வானூர்தி	avión
வானூர்தி	aeronave
வானூர்தி	aviones
வானூர்தி	aeronaves
வானூர்தி	aviación
தோற்றம்	mira
தோற்றம்	aspecto
தோற்றம்	apariencia
தோற்றம்	miren
தோற்றம்	aparición
தோற்றம்	mirad
தோற்றம்	buscando
தோற்றம்	mirada
தோற்றம்	mirando
தோற்றம்	mire
தோற்றம்	estilo
தோற்றம்	comparecencia
நன்றி	gracias
வயது	edad
வயது	edades
அவரை	él
இதழ்கள்	pétalos
இதழ்கள்	cargadores
இதழ்கள்	revistas
தனிப்பட்ட	privadas
தனிப்பட்ட	personales
தனிப்பட்ட	único
தனிப்பட்ட	privada
தனிப்பட்ட	privado
தனிப்பட்ட	únicos
தனிப்பட்ட	únicas
தனிப்பட்ட	unica
தனிப்பட்ட	única
தனிப்பட்ட	privados
என்பதால்	desde
கோயில்கள்	templos
பொழுது	cuando
பொழுது	cuándo
சோவியத்	soviética
சோவியத்	soviéticos
சோவியத்	soviéticas
சோவியத்	soviético
தேவை	necesitaba
தேவை	necesito
தேவை	requerida
தேவை	necesita
தேவை	exigido
தேவை	quería
தேவை	requeridos
தேவை	necesitado
தேவை	requerido
தேவை	necesitar
தேவை	buscados
தேவை	necesitó
தேவை	buscado
தேவை	necesidad
சக்தி	potencia
சக்தி	poder
சக்தி	energia
சக்தி	energías
சக்தி	energía
சக்தி	energética
அவர்களது	sus
அவர்களது	su
இல்லாமல்	sin
நிகழ்வுகள்	acontecimientos
நிகழ்வுகள்	eventos
போரில்	batallas
போரில்	batalla
போரில்	combate
போட்டி	concurso
போட்டி	competición
போட்டி	coincidencia
போட்டி	torneos
போட்டி	certamen
போட்டி	torneo
போட்டி	competencia
போட்டி	partido
போட்டி	coincidir
போட்டி	cerilla
உட்பட	incluyendo
உட்பட	incluido
உட்பட	incluida
உட்பட	incluidos
ஏறத்தாழ	casi
மாகாணம்	provincia
கொல்லப்பட்டனர்	asesinada
கொல்லப்பட்டனர்	matado
கொல்லப்பட்டனர்	mató
கொல்லப்பட்டனர்	asesinados
கொல்லப்பட்டனர்	asesinado
க்கு	para
கத்தோலிக்க	católica
கத்தோலிக்க	católico
கத்தோலிக்க	católicos
மூன்றாவது	tercera
மூன்றாவது	terceros
மூன்றாவது	tercer
