من	출신
الهواء	공기
الهواء	항공
الهواء	에어
الطريقة	방법
الطريقة	메서드
الطريقة	웨이팅
الطريقة	수단
الطريقة	웨이
الطريقة	메소드
العراقية	이라크
المدارس	학원
المدارس	학교는
المدارس	스쿨
المدارس	학교
تشمل	포함됨
تشمل	포함
العصور	연령
مدة	기간
علوم	사이언스
علوم	과학
الفضاء	공간
الفضاء	스페이스
الفضاء	우주
اليونان	그리스
جيش	군대
جيش	육군
مهرجان	축제
مهرجان	페스티벌
طالب	학생
ساعة	시계
ساعة	시간
ساعة	클럭
كاتب	작가
كاتب	제작자
كاتب	저자
كاتب	작성자
جوائز	수상
جوائز	어워드
جوائز	상금
القوة	포스
القوة	권력
القوة	체력
القوة	전력
القوة	파워
القوة	강제
المشاركة	공유하기
المشاركة	공유해
المشاركة	참여
المشاركة	참가
المشاركة	공유
رسول	메신저
الجوائز	수상
الجوائز	어워드
الجوائز	상금
تصميم	설계
تصميم	디자인
سانت	세인트
المالية	재무
المالية	재정
المالية	금융
حلب	알레포
النقل	교통수단
النقل	운송
النقل	전송
النقل	수송
النقل	교통
الواقع	현실
الواقع	리얼리티
موسى	모세스
موسى	모스
موسى	모세
المسلحة	무장
شهادة	증명서
شهادة	인증서
شهادة	증언
الشخص	사람
تلفزيون	텔레비전
ثاني	두번째
ثاني	둘째
الرومانية	로만
الرومانية	루마니아
الرومانية	루마니아어
الرومانية	루마니아인
الرومانية	로마
دولية	인터내셔널
دولية	국제
المرض	질병
المرض	질환
شارع	길거리
شارع	거리가
شارع	스트리트
شارع	거리
العراقي	이라크
الثامن	여덟번째
مضرب	박쥐
مضرب	라켓
يحتوي	포함됨
يحتوي	포함
يحتوي	포함함
الضغط	압박
الضغط	압력
لغات	언어
تحرير	편집
تحرير	편집하기
تحرير	수정
تغيير	바뀌기
تغيير	바꾸기
تغيير	변경
تغيير	변화
صوت	목소리
صوت	오디오
صوت	사운드
صوت	음성
صوت	소리
المسلسل	직렬
المسلسل	시리얼
سوق	마켓
سوق	시장
ويب	웹툰
ويب	웨브
النظر	고려
المستوى	레벨
المستوى	수준
نسخة	복사
نسخة	사본
نسخة	카피
نسخة	복사본
رياضية	수학
موضوع	주제
موضوع	테마
معدل	비율
معدل	평가
سورية	시리아
الفرق	차이
الفرق	차이점
اللون	컬러
اللون	색상
الدراسة	공부
الدراسة	연구
الدراسة	공부하기
الدراسة	공부해
صحيفة	신문
سياسية	정치적
سياسية	정치
سياسية	정치인
سياسية	정치가
المنظمة	조직
المنظمة	기구
المنظمة	단체
الشرطة	경찰관
الشرطة	경찰
اليهود	유대인
قصيرة	짧은
قصيرة	쇼트
قصيرة	짧게
السلة	바구니
السلة	바스켓
مجموع	총액
مجموع	전체
منتصف	중순
منتصف	미드
عباس	아바스
عباس	압바스
الساعة	시계
الساعة	시간
الساعة	클럭
خليفة	후임
المثال	예제
المثال	예시
الهندسة	기하학
الهندسة	지오메트리
الهندسة	엔지니어링
الهندسة	공학
جمع	모음집
جمع	수집
جمع	복수형
جمع	복수
جمع	컬렉션
جمع	모임
جمع	콜렉션
الصحة	건강
الصحة	체력
الصحة	헬스
الصحة	보건
الطرق	도로
الشمالي	북부
الشركات	회사
الشركات	기업인
الشركات	기업
اللعب	놀기
اللعب	재생
اللعب	플레이
اللعب	연주
مباريات	일치
مباريات	일치하는
مباريات	게임
مباريات	성냥
القارة	대륙
العمليات	작동
العمليات	작전
العمليات	운영
الحالات	사례
الحالات	케이스
الحالات	상태
الروسية	러시아어
الروسية	러시아인
قيادة	운전
قيادة	커맨드
قيادة	드라이빙
قيادة	리더십
قيادة	명령
قيادة	명령어
قيادة	지도력
قيادة	지휘
قيادة	사령부
سويسرا	스위스
مخرج	디렉터
مخرج	끝내기
مخرج	나가기
مخرج	출구
مخرج	종료
مخرج	감독
ترجمة	번역기
ترجمة	번역
مدريد	마드리드
الانتخابات	선거
متحف	박물관
فرع	지점
فرع	분기
السنوات	수년
الاجتماعي	사회적
الاجتماعي	사회
الاجتماعي	사회주의
عرب	아랍인
عرب	아랍
سيدي	선생님
الهدف	대상
الهدف	목적
الهدف	타깃
الهدف	타겟
الهدف	목표
تمت	완료
البداية	시작하기
البداية	시작
طرق	방법
طرق	도로
طرق	노선
طرق	경로
الفن	미술
الفن	아트
الفن	예술
حل	솔루션
حل	풀기
حل	해결책
حل	해결
نائب	부관
تصويت	투표
سابقة	선례
سابقة	접두사
سابقة	접두어
سابقة	이전
سيارات	차량
سيارات	자동차
الطيران	항공편
الطيران	플라잉
الطيران	날아라
الطيران	항공
الطيران	비행
الطلاب	유학생
الطلاب	학생
الطلاب	학생들
البيئة	환경
روما	로마
الاقتصاد	경제학
الاقتصاد	경제
اللغات	언어
الطبيعي	자연
الطبيعي	천연
البرازيل	브라질
الموضوع	주제
الموضوع	테마
الموضوع	제목
الصوت	목소리
الصوت	오디오
الصوت	사운드
الصوت	음성
الصوت	소리
حيوانات	동물들
حيوانات	동물
عثمان	오스만
موسيقى	음악
موسيقى	뮤직
التجارة	커머스
التجارة	무역
التجارة	상거래
التجارة	상업
التجارة	트레이드
ظل	섀도
ظل	섀도우
ظل	그림자
الخدمات	서비스
الي	알리
التدريب	연습
التدريب	연습생
التدريب	훈련
التدريب	트레이닝
المباراة	일치합니다
المباراة	매치
المباراة	게임
المباراة	일치하기
المباراة	경기
المباراة	일치
صغير	작아
صغير	소작
علاقات	연애
علاقات	관계
روايات	소설
فارس	기사
فارس	운임
فارس	나이트
التراث	레거시
التراث	문화유산
النسخة	버전
هدف	목표
هدف	대상
هدف	타깃
هدف	타겟
جامع	콜렉터
جامع	컬렉터
جامع	모스크
تطور	에볼루션
تطور	진화
تطور	진화론
الشاعر	시인
عناصر	항목
عناصر	아이템
عناصر	구성요소
عناصر	성분
عناصر	상품
عناصر	품목
عناصر	원소
عناصر	부품
القدرة	능력
القدرة	용량
القدرة	능력자
البلدة	도시
البلدة	시내
البلدة	타운
البلدة	마을
نوبل	노블
نوبل	노벨
نوبل	귀족
وجه	얼굴이
وجه	얼굴
مسرحية	놀기
مسرحية	재생
مسرحية	플레이
مسرحية	연주
السياسة	정치
السياسة	정치학
السياسة	방침
السياسة	정책
مكتبة	라이브러리
مكتبة	도서관
الكاتب	작가
الكاتب	제작자
الكاتب	저자
الكاتب	작성자
المؤتمر	콘퍼런스
المؤتمر	회담
المؤتمر	회의
الجبل	산악
تاريخية	역사
تاريخية	사적
قرب	근처
الخط	라인
الخط	글꼴
الرجل	남성
الرجل	사람
الرجل	남자
فرقة	스쿼드
فرقة	분대
فرقة	밴드
البشرية	인류
بلد	시골
بلد	국가
بلد	컨트리
بلد	나라
جعل	만든
الرجال	남성
الرجال	멘트
الرجال	남자
وخاصة	특히
طاقة	파워
طاقة	에너지
طاقة	권력
طاقة	전력
ربما	아마
ربما	아마도
النار	화재
النار	불화
دليل	디렉토리
دليل	가이드
دليل	증명
دليل	안내서
دليل	설명서
دليل	디렉터리
دليل	매뉴얼
دليل	안내
دليل	증거
دليل	수동
حماية	보호
حماية	보호하기
دعم	백업
دعم	후원
دعم	지원
دعم	지지
جغرافيا	지리
جغرافيا	지리학
رمضان	라마단
خدمة	서비스
حرارة	더위
حرارة	히트
سرعة	속력
سرعة	스피드
سرعة	속도
الطيور	새들
هندسة	기하학
هندسة	지오메트리
هندسة	엔지니어링
هندسة	공학
قرار	의사결정
قرار	결정
قرار	결의
قرار	해상도
ملوك	킹스
دير	수도원
ستة	여섯
التهاب	염증
التهاب	아픔
المحلي	로컬
المحلي	현지
الماضي	과거
خمس	파이브
خمس	다섯
ولدت	탄생
ولدت	출생
مالك	소유자
مالك	주인
مالك	말리크
هنري	헨리
ضغط	압박
ضغط	압력
تشكل	포즈
المكان	장소
المكان	위치
المكان	공연장
مؤتمر	콘퍼런스
مؤتمر	회담
مؤتمر	회의
واسع	넓은
واسع	넓이
واسع	광범위
واسع	와이드
واسع	광범위한
طيران	항공편
طيران	플라잉
طيران	날아라
طيران	항공
طيران	비행
مياه	워터
مياه	물이
الرابعة	네번째
الرابعة	넷째
مربع	상자
مربع	정사각형
مربع	제곱
مربع	광장
مربع	사각형
مربع	박스
مربع	스퀘어
السبب	원인
السبب	이유
الملكي	로얄
الملكي	로열
الطفل	아이유
سينما	영화
سينما	시네마
البناء	건설
البناء	빌딩
البناء	공사
البناء	건축
البناء	건물
البناء	빌더
السوق	마켓
السوق	시장
يشير	포인팅
يشير	나타냅니다
البرلمان	국민의회
البرلمان	의회
البرلمان	국회
الوسط	중심
الوسط	센터
الوسط	중앙
الوسط	중간
الوسط	가운데
سلطان	술탄
ريال	레알
ريال	리얼
ريال	진짜
جيمس	제임스
معرفة	지식
معرفة	지식인
الوضع	상황
الوضع	모드
الوضع	상황이
الوضع	상태
الصناعية	공업
الصناعية	산업
القائد	사령관
القائد	지휘관
القائد	커맨더
ويمبلدون	윔블던
تسمية	레이블
تسمية	라벨
تسمية	명명
الظهور	출연
الظهور	외모
الظهور	모양
الزراعة	농업
الزراعة	농장
الزراعة	농사
المعروفة	알려진
الزمن	타임
الزمن	시간
مواد	물질
مواد	소재
مواد	재료
البرامج	프로그램
البرامج	소프트웨어
الكتابة	글쓰기
الكتابة	쓰기
الكتابة	타이핑
البرتغال	포르투갈
واسعة	넓은
واسعة	넓이
واسعة	광범위
واسعة	와이드
واسعة	광범위한
الفنون	예술
اختيار	선택
اختيار	선택하기
تعرض	노출
قوائم	리스트
قوائم	목록
معروف	알려진
القصة	이야기
القصة	스토리
القصة	소식
السوري	시리아
الجانب	측면
الجانب	사이드
الحسين	후세인
شرح	설명하기
شرح	문구
شرح	설명해
شرح	자막
شرح	설명
شرح	설명해주세요
حروب	전쟁
الفنان	아티스트가
الفنان	예술가
الفنان	음악가
الفنان	아티스트
خدمات	서비스
ثانية	또다시
ثانية	다시
القناة	운하
القناة	채널
الشخصيات	문자
الشخصيات	등장인물
درس	레슨
درس	수업
درس	교훈
رؤساء	대통령
رؤساء	회장
رفع	승강기
رفع	리프트
رفع	상승
يبدو	소리
تنفيذ	구현
تنفيذ	처형
تنفيذ	실행
سيدات	숙녀
الحاكم	주지사
دخل	수입
دخل	소득
المسرح	스테이지
المسرح	영화관
المسرح	무대
المسرح	극장
المسرح	연극
انها	그녀는
انها	그녀
رتبة	계급
رتبة	순위
المعركة	배틀
المعركة	전투
عزل	고립
عزل	고립어
التربية	교육
التربية	번식
التربية	사육
التربية	학력
التربية	교육학
التربية	육아
نموذج	모형
نموذج	모델
عيد	이드
التقليدية	전통적인
التقليدية	전통
التقليدية	전통적
حق	오른쪽
تحليل	분석하기
تحليل	해석
تحليل	해석학
تحليل	분석
نتائج	결과
رحلة	여행
النجوم	스타
النجوم	항성
اللعبة	경기
اللعبة	게임
علاج	치료법
علاج	치료
علاج	시술
المواقع	포지션
المواقع	직위
المواقع	위치
المواقع	입장
المواقع	사이트
التعاون	협업
التعاون	협력
التعاون	콜라보레이션
خطوط	라인
خطوط	글꼴
كمية	수량
السيطرة	컨트롤
السيطرة	제어
السيطرة	통제
السيطرة	제어하기
