ve	en
tanımlar	omschrijft
tanımlar	definities
tanımlar	definieert
fark	gespot
fark	realisatie
fark	verschil
şampiyon	kampioen
şampiyon	kampioenen
yunanistan	griekenland
ölüm	dood
ölüm	doods
ölüm	overlijden
bizans	byzantijnse
bölgede	regio
gitar	gitaren
gitar	gitaar
yayınlanan	gepubliceerde
yayınlanan	uitgegeven
yayınlanan	gepubliceerd
yayınlanan	verschenen
arap	arabier
arap	arabisch
arap	arabische
posta	post
yalnızca	alleen
yalnızca	enkel
yalnızca	slechts
yapı	structuur
kendini	jijzelf
kendini	jezelf
kendini	uzelf
eyalet	staat
not	notities
not	notitie
not	noot
not	opmerking
not	toelichting
not	briefje
not	noten
not	aantekeningen
güncelleme	updaten
güncelleme	bijwerken
güncelleme	bijwerking
hüseyin	hoessein
sanatçı	kunstenaars
sanatçı	kunstenares
sanatçı	artiest
sanatçı	artiesten
sanatçı	kunstenaar
tartışma	discussie
tartışma	besprekingen
tartışma	geschillen
tartışma	geschil
tartışma	discussies
tartışma	debat
tartışma	betwisten
kapak	omslag
kapak	dekken
kapak	luik
kapak	deksel
kapak	dekking
baş	hoofd
barış	vrede
düşünüyorum	denken
düşünüyorum	denkend
düşünüyorum	nadenken
yaşam	leven
mevcuttur	beschikbaar
mevcuttur	verkrijgbaar
mevcuttur	beschikbare
kanal	kanaal
kanal	kanalen
para	deeg
para	poen
para	munten
para	munt
para	geld
para	muntstukken
kötü	kwaad
kötü	slechtheid
kötü	slecht
kötü	slechte
geçmişi	achtergrond
geçmişi	achtergrondinformatie
kızı	dochter
genelde	meestal
genelde	gewoonlijk
yahudi	joods
yahudi	joden
yahudi	jood
yahudi	joodse
normal	regulier
normal	regelmatig
normal	reguliere
normal	regelmatige
gerek	nodig
gerek	noodzaak
gerek	behoefte
gerek	nood
sayfa	bladzijde
sayfa	pagina
isim	naam
isim	naamwoord
uzay	ruimte
uzay	spatie
pop	paps
sonrası	na
verir	geeft
mezun	afgestudeerd
mezun	afgestudeerden
mezun	afgestudeerde
mezun	geslaagd
mezun	afstuderen
derece	graden
derece	graad
gece	avond
gece	nacht
gece	avondje
emin	zelfverzekerde
emin	zelfverzekerd
muhammed	mohammed
bilgiler	gegevens
bilgiler	informatie
çift	paar
çift	koppel
çift	dubbele
çift	dubbel
çift	verdubbelen
çift	tweepersoons
olay	voorval
olay	gebeurtenis
olay	evenement
çalışan	medewerkers
çalışan	werkend
çalışan	werken
çalışan	werknemers
çalışan	medewerker
çalışan	werkende
çalışan	werknemer
suriye	syrië
sonuç	conclusie
sonuç	resultaten
sonuç	uitslagen
sonuç	resultaat
kişisel	persoonlijke
kişisel	persoonlijk
halen	nog
site	bureaublad
sınıf	klasse
sınıf	klaslokaal
sınıf	klas
dizisi	volgorde
dizisi	opeenvolging
dizisi	sequentie
seçildi	uitverkoren
seçildi	verkozen
seçildi	geselecteerde
seçildi	gekozen
seçildi	uitgekozen
seçildi	geselecteerd
seçildi	uitverkorene
yapılmış	gemaakt
oyunları	spellen
oyunları	spelletjes
antik	antiek
antik	antieke
yukarıda	boven
yukarıda	hierboven
yapmak	maken
teşekkürler	thnx
teşekkürler	bedankt
hollanda	nederland
yana	zijde
yana	kant
yana	zijkant
kategori	categorie
geleneksel	traditionele
geleneksel	traditioneel
altına	onder
altına	eronder
kazanan	winnares
kazanan	winnaar
savunma	verweerschrift
savunma	belangenbehartiging
savunma	verdediging
savunma	defensieve
savunma	verweer
savunma	defensief
savunma	defensie
savunma	verdedigen
yedi	gegeten
yedi	zeven
yedi	at
polonya	polen
yaş	leeftijd
yaş	ouderdom
yapıldı	gemaakt
yapıldı	klaar
yapıldı	gedaan
bilinir	gekende
bilinir	bekend
bilinir	gekend
bilinir	bekende
yoğun	intensief
yoğun	bezet
yoğun	druk
yoğun	ic
yoğun	heftig
yoğun	dichte
yoğun	intens
yoğun	intensieve
yoğun	bezig
park	parkeergelegenheid
park	parkeerplaats
park	parkeren
isveç	zweden
siyasetçi	politica
siyasetçi	politicus
edebiyat	literair
edebiyat	literatuur
edebiyat	literaire
et	rundvlees
et	vlees
haber	nieuwsberichten
haber	nieuws
tarihli	gedateerd
annesi	moeder
annesi	moedertje
kupa	kopje
kupa	trofee
kupa	beker
kupa	mok
verildi	gegeven
klasik	klassieker
klasik	klassiekers
klasik	klassieke
klasik	klassiek
çalıştı	gewerkt
çalıştı	werkte
yönetimi	toediening
yönetimi	administratie
yönetimi	beheer
doğan	geboren
doğan	valk
bulundu	gevonden
sağ	rechts
sağ	recht
sağ	juist
dakika	minuutje
dakika	minuut
dakika	minuten
dakika	notulen
toprak	vuil
toprak	aarde
toprak	bodem
toprak	grond
brezilya	brazilië
brezilya	braziliaanse
brezilya	braziliaans
bazen	soms
irak	iraakse
irak	irak
irak	irakees
siyah	zwart
siyah	zwarte
içeren	bevatten
içeren	bevattende
iddia	beweren
iddia	bewering
iddia	vorderingen
iddia	claimen
iddia	beweringen
iddia	opeisen
doğum	moederschap
doğum	geboorte
doğum	jarig
doğum	verjaardag
doğum	verloskunde
kore	koreaan
kore	koreaans
kore	koreanen
kore	koreaanse
henüz	toch
aittir	behoort
aittir	hoort
güvenlik	beveiliging
güvenlik	veiligheid
başkenti	hoofdletter
başkenti	hoofdstad
başkenti	kapitaal
tamamı	hele
tamamı	alle
tamamı	geheel
tamamı	gehele
tamamı	allemaal
tamamı	allen
tamamı	alles
hala	tante
hala	nog
orada	er
orada	daar
giriş	invoer
giriş	inloggen
giriş	binnenkomst
giriş	introductie
giriş	aanmelding
giriş	aanmelden
giriş	vermelding
giriş	invoering
giriş	inleiding
camii	moskee
derneği	associatie
derneği	vereniging
kuruldu	gesticht
kuruldu	opgericht
kuruldu	gevestigd
kuruldu	geïnstalleerde
kuruldu	gegrond
kuruldu	geinstalleerd
kuruldu	gevestigde
kuruldu	geïnstalleerd
dördüncü	vierde
asker	militaire
asker	militair
asker	krijgsmacht
asker	militairen
asker	soldaat
idari	administratief
idari	administratie
idari	administratieve
idari	toediening
süleyman	salomo
süleyman	salomon
kaşif	ontdekker
kaşif	ontdekkingsreiziger
kaşif	verkenner
taşıyan	dragend
enstitüsü	instituut
değişik	anders
değişik	verschillend
değişik	verschillende
sonradan	straks
dini	religieus
dini	godsdienst
dini	religieuze
dini	religie
öğretim	instructie
öğretim	onderwijzen
öğretim	faculteit
öğretim	lesgeven
öğretim	instructies
yazı	artikel
yazı	schrijven
yazı	tekst
kaynağı	bron
kaynağı	voeden
kaynağı	voeder
dikkat	attentie
dikkat	voorzichtig
dikkat	opgelet
dikkat	aandacht
takip	traceren
takip	volg
takip	achtervolging
takip	spoor
takip	volgen
takip	volgt
takımyıldız	sterrenbeelden
takımyıldız	sterrenbeeld
takımyıldız	constellatie
hak	rechten
hak	verdiend
hak	verdiende
hak	verdient
hak	verdienen
izin	toestemming
izin	af
izin	permissie
kanalı	kanaal
kurulmuş	gesticht
kurulmuş	opgericht
kurulmuş	gevestigd
kurulmuş	gegrond
kurulmuş	gevestigde
şair	dichter
belirli	specifiek
belirli	specifieke
mahalle	nabuurschap
mahalle	buurt
astronom	astronoom
demir	strijkijzer
demir	ijzer
demir	verankeren
demir	anker
tıp	geneesmiddel
tıp	medisch
tıp	geneeskunde
tıp	medische
tıp	medicijnen
tasarımı	ontwerpen
bilimsel	wetenschap
bilimsel	wetenschappen
bilimsel	wetenschappelijk
profili	profiel
arka	terug
arka	achterste
arka	achterzijde
arka	rug
arka	achterhoede
arka	achterkant
arka	achteraan
adalet	rechtvaardigheid
adalet	justitie
adalet	gerechtigheid
eşi	echtgenote
eşi	echtgenoot
eşi	vrouw
aşk	liefde
aşk	liefs
gösterir	toont
sanayi	industrieën
sanayi	bedrijfstakken
sanayi	bedrijfstak
sanayi	industriële
sanayi	industrieel
sanayi	industrie
seyirci	doelgroep
seyirci	publiek
seyirci	toeschouwer
seyirci	toeschouwers
inç	inch
inç	centimeter
inç	centimeters
katalog	catalogus
katalog	catalogi
moskova	moskou
isviçre	zwitserland
geçmiş	verleden
geçmiş	doorgegeven
geçmiş	geslaagd
geçmiş	geschiedenis
geçmiş	voorbij
erken	vroeg
erken	vroege
aktif	geactiveerde
aktif	actief
aktif	geactiveerd
aktif	actieve
yönelik	georiënteerd
yönelik	georiënteerde
aydın	verlicht
aydın	verlichte
sarı	blond
sarı	blondine
sarı	blondje
sarı	geel
sarı	gele
üretim	productie
üretim	fabricage
üretim	produktie
adında	genaamd
adında	genoemd
adında	benoemde
etkisi	effect
etkisi	beïnvloeding
etkisi	beïnvloeden
etkisi	invloed
etkisi	inslag
etkisi	botsing
müdürlüğü	directoraat
stüdyo	atelier
yeşil	groen
yeşil	groene
ailesi	familie
ailesi	gezin
ortalama	gemiddelde
ortalama	gemiddeld
sahne	podium
sahne	scène
sahne	fase
sahne	stadium
sahne	toneel
insanlar	mensen
insanlar	mensjes
insanlar	personen
ermeni	armeens
ermeni	armeense
parçası	gedeelte
parçası	deel
din	godsdienst
din	religie
etkin	effectief
etkin	ingeschakeld
etkin	actief
etkin	effectieve
etkin	doeltreffend
etkin	actieve
mümkün	mogelijk
mümkün	mogelijke
metin	tekst
ilgi	interesse
ilgi	geïnteresseerd
ilgi	belang
ilgi	rente
ilgi	belangstelling
eğitimi	zelfstudie
eğitimi	opleiding
eğitimi	leerprogramma
eğitimi	trainen
sınırları	grenst
sınırları	limieten
sınırları	grenzen
özgür	vrij
özgür	vrijheid
özgür	gratis
parlaklık	lichtkracht
parlaklık	helderheid
vokal	zang
demokratik	democratisch
demokratik	democratische
vb	enz
seçim	kies
seçim	keus
seçim	verkiezingen
seçim	keuze
seçim	kiezen
seçim	verkiezing
seçim	selectie
amerikalı	amerikaans
amerikalı	amerikaan
amerikalı	amerikaanse
sistem	systeem
sistem	systemen
sistem	stelsel
şimdi	nu
amacı	doel
özellikleri	karakteristieken
özellikleri	kenmerken
özellikleri	eigendommen
özellikleri	attributen
özellikleri	functies
özellikleri	eigenschappen
kg	kilogram
britanya	britse
britanya	brits
britanya	brittannië
britanya	britten
sosyalist	socialistisch
sosyalist	socialistische
dur	stoppen
seçkin	onderscheiden
mavi	blauwe
mavi	blauw
sovyetler	sovjets
sovyetler	sovjet
işçi	arbeiders
işçi	werkers
işçi	werker
işçi	arbeid
işçi	werknemers
işçi	medewerker
işçi	werknemer
işçi	arbeider
işçi	werkenden
canlı	bruisend
canlı	leven
canlı	leef
canlı	levendig
canlı	levendige
canlı	levend
fatih	overwinnaar
fatih	veroveraar
tercih	preferentie
tercih	voorkeur
tercih	keus
tercih	keuze
kişilik	persoonlijkheid
kişilik	afdruk
olası	waarschijnlijk
olası	mogelijk
olası	mogelijke
olası	waarschijnlijke
boş	leeg
boş	lege
boş	ledig
boş	blanco
boş	leegmaken
kadınlar	vrouwtjes
kadınlar	vrouwen
ara	zoek
ara	zoeken
ara	zoektocht
ara	doorzoeken
ara	bel
ara	bellen
ara	oproep
ara	zoekopdracht
kullanarak	gebruiken
çıkar	aftrekken
çıkar	verwijder
çıkar	verwijderen
doğrudan	direct
doğrudan	rechtstreekse
doğrudan	rechtstreeks
doğrudan	directe
birlik	eenheid
birlik	vakbond
birlik	verenigde
birlik	liga
birlik	verenigd
birlik	unie
adası	eiland
üniversite	universiteiten
üniversite	universiteit
üniversite	hogeschool
ismail	ismaël
kopyaları	afschriften
kopyaları	exemplaren
kopyaları	kopieën
sıcak	warm
sıcak	warmere
sıcak	warme
sıcak	heet
kim	wie
fransızca	fransen
fransızca	franse
fransızca	frans
alınan	genomen
alınan	meegenomen
alınan	ontvangen
federasyonu	federatie
bulgaristan	bulgarije
uyum	naleving
uyum	naleven
uyum	harmonie
kutsal	geheiligd
kutsal	heilig
kutsal	heilige
meclisi	montage
meclisi	assemblee
meclisi	assemblage
öncesi	voordat
öncesi	vóór
programı	programmeren
programı	tijdschema
programı	programma
programı	schema
programı	planning
dağı	aankoppelen
ödül	beloning
ödül	beloningen
ödül	prijsuitreiking
ödül	onderscheidingen
ödül	gunning
ödül	belonen
ödül	onderscheiding
resimleri	plaatjes
komünist	communistisch
komünist	communistische
hayat	leven
üye	lidmaatschap
üye	leden
üye	lid
yapısı	structuur
sebep	motief
sebep	rede
sebep	reden
öne	doorsturen
öne	promoten
öne	vooruit
öne	voorkant
öne	voorzijde
öne	voorwaarts
evli	getrouwd
evli	gehuwd
doktor	dokter
doktor	doktor
doktor	arts
doktor	dok
popüler	populaire
popüler	populair
çıkış	afmelden
çıkış	uitvoer
çıkış	uitgang
macaristan	hongaars
macaristan	hongarije
macaristan	hongaarse
taş	rots
taş	steen
taş	steentjes
taş	stenen
taş	rotsen
taş	natuursteen
iletişim	mededelingen
iletişim	communicatie
iletişim	contactpersoon
iletişim	mededeling
attı	gooide
şirket	onderneming
şirket	gezelschap
şirket	bedrijf
özgün	originele
özgün	oorspronkelijke
özgün	origineel
lütfen	alstublieft
lütfen	aub
lütfen	alsjeblieft
net	helder
net	duidelijk
şiir	gedicht
şiir	gedichten
şiir	poëzie
öğrenci	leerling
öğrenci	kadet
katılım	opkomst
katılım	deelnemende
katılım	aanwezigheid
katılım	deelneming
katılım	participatie
katılım	deelname
katılım	toetreding
üyeleri	leden
ateş	brand
ateş	koorts
ateş	vuren
ateş	vuur
kolay	rustig
kolay	makkelijk
kolay	eenvoudig
kolay	gemakkelijk
etiket	taggen
etiket	etiket
yayınlandı	verschenen
yayınlandı	gepubliceerde
yayınlandı	uitgezonden
yayınlandı	gepubliceerd
yayınlandı	uitgegeven
tarz	stijl
onların	hun
baba	papa
baba	pappa
baba	pappie
baba	paps
baba	pa
baba	pap
baba	vader
sorun	kwestie
sorun	vraag
sorun	probleem
sorun	moeilijkheden
sorun	uitgifte
sorun	problemen
sorun	afgifte
çanakkale	dardanellen
kızıl	roodharige
kızıl	rode
kızıl	rood
kızıl	gember
çoğunlukla	hoofdzakelijk
çoğunlukla	voornamelijk
çoğunlukla	vooral
çoğunlukla	meestal
erkekler	kerels
erkekler	jongens
erkekler	reuen
erkekler	mannen
erkekler	mannetjes
sonuçlar	uitslagen
sonuçlar	resultaat
sonuçlar	gevolgen
sonuçlar	uitkomsten
sonuçlar	resultaten
sonuçlar	consequenties
sonuçlar	conclusies
gölü	meer
arapça	arabisch
arapça	arabische
koruma	conservering
koruma	lijfwacht
koruma	bescherming
koruma	instandhouding
koruma	behoud
yapımcı	producent
zor	ruig
zor	lastig
zor	moeilijke
zor	harde
zor	ruw
zor	ruwe
zor	stoer
zor	taai
zor	moeilijk
lisans	licentie
lisans	vergunning
lisans	licenties
lisans	rijbewijs
zengin	rijk
zengin	rijke
zengin	rijken
uzak	verre
uzak	afgelegen
uzak	afstandelijk
uzak	weg
uzak	afstandsbediening
uzak	ver
belçika	belgie
belçika	belgië
sene	jaar
irlanda	ierland
polis	smeris
polis	politieman
polis	flik
polis	politie
polis	politieagent
miktar	bedrag
miktar	hoeveelheid
miktar	kwantiteit
günlük	logboek
günlük	dagelijkse
günlük	dagelijks
günlük	tijdschrift
günlük	dagboek
onları	hen
tarihleri	dadels
tarihleri	data
tarihleri	datums
çizgi	tekenfilm
çizgi	lijn
çizgi	komiek
gizli	verstopt
gizli	vertrouwelijke
gizli	geheim
gizli	verborgen
gizli	ingedeeld
gizli	geklasseerd
gizli	vertrouwelijk
gizli	geclassificeerd
müslüman	moslim
müslüman	moslims
hayvan	beest
hayvan	dier
hayvan	dieren
hayvan	huisdier
soğuk	kil
soğuk	koude
soğuk	gekoeld
soğuk	kou
soğuk	kouder
soğuk	koud
çevre	omgeving
çevre	milieu
kültürel	cultureel
kültürel	culturele
işgal	beroep
işgal	bezetting
işgal	invasie
işgal	bezigheid
birisi	iemand
yapar	maakt
kaliforniya	californië
kaliforniya	californische
aşırı	overmatig
aşırı	overdreven
aşırı	buitensporige
aşırı	buitensporig
aşırı	excessief
aşırı	extreem
nedeni	reden
nedeni	veroorzaken
nedeni	motief
nedeni	rede
nedeni	oorzaak
anlam	betekenis
kararı	besluit
kararı	beslissing
proje	projecten
satın	koop
satın	inkoop
satın	aanschaf
satın	aankoop
satın	kopen
kamu	publiek
kamu	openbaar
kişiler	contacten
kişiler	mensen
kişiler	personen
kişiler	contactpersonen
uydu	satelliet
uydu	zat
hangi	welke
meclis	parlement
meclis	congres
başarı	succes
başarı	prestatie
basit	eenvoudige
basit	simpel
basit	eenvoudig
kaynaklar	informatiebronnen
kaynaklar	bronnen
kaynaklar	hulpbronnen
kaynaklar	middelen
gümüş	zilveren
gümüş	zilver
cumhurbaşkanı	voorzitter
tanımlamak	definiëren
alındı	genomen
alındı	meegenomen
alındı	ontvangen
kurtuluş	zaligheid
kurtuluş	bevrijding
kurtuluş	redding
kurtuluş	aflossing
kurtuluş	verlossing
parça	stuk
parça	stukje
kan	bloed
bazıları	sommigen
bazıları	enkele
bazıları	sommige
fiziksel	fysieke
fiziksel	lichamelijke
fiziksel	lichamelijk
fiziksel	fysiek
silahlı	gewapende
silahlı	gewapend
silahlı	bewapend
gazete	dagblad
gazete	dagbladen
gazete	krantenpapier
gazete	kranten
gazete	krant
gazete	papier
imparator	keizer
tahmin	schatting
tahmin	voorspelling
tahmin	geraamd
tahmin	voorspellen
tahmin	geschat
tahmin	prognose
tahmin	raming
tahmin	geschatte
sınıfı	klaslokaal
sınıfı	klas
hükümet	regering
hükümet	overheid
hükümet	gouvernementele
içerir	omvat
içerir	bevat
içerir	inclusief
boyu	maat
boyu	lengte
boyu	hoogte
boyu	grootte
boyu	afmeting
boyu	formaat
boyu	omvang
aşağı	onder
aşağı	lager
aşağı	lagere
aşağı	omlaag
aşağı	hieronder
belki	misschien
defans	verweerschrift
defans	verdediging
defans	verdediger
defans	verweer
defans	defensie
defans	verdedigen
yardımcısı	plaatsvervanger
yardımcısı	hulpsheriff
yardımcısı	zeden
yardımcısı	plaatsvervangend
yardımcısı	ondeugd
yardımcısı	assistent
yardımcısı	assistente
adaları	eilanden
sırasıyla	respectievelijk
olimpiyatları	olympiade
olimpiyatları	olympische
almanca	duits
almanca	duitse
giden	uitgaand
giden	uitgaande
özerk	autonome
özerk	autonoom
neredeyse	bijna
araya	herenigd
araya	verenigen
araya	verenigt
yüz	zwem
yüz	gezicht
yüz	aangezicht
yüz	gelaat
yüz	zwemmen
çözünürlük	resolutie
ad	naam
araç	wagen
araç	instrument
araç	voertuig
araç	hulpmiddel
araç	hulpprogramma
araç	gereedschap
araç	werktuig
araç	auto
aynalı	gespiegeld
birden	plotseling
birden	ineens
birden	plots
birden	opeens
direktör	regisseur
direktör	directeur
katkıda	bijdragers
katkıda	bijdrage
olumlu	positieve
olumlu	positief
olumlu	bevestigend
fizik	fysica
fizik	natuurkunde
anne	mamma
anne	mama
anne	mam
anne	moeder
anne	mammie
anne	moedertje
anne	mummie
anne	ma
katılan	bijwonen
katılan	bijgewoond
katılan	deelnemende
ispanyol	spanjaard
ispanyol	spaans
ispanyol	spaanse
ansiklopedik	encyclopedisch
bitki	plantjes
bitki	planten
bitki	kruiden
bitki	kruid
sert	ruig
sert	harde
sert	ruw
sert	ruwe
sert	stoer
sert	taai
sert	hard
sert	moeilijk
değeri	waarde
akademisi	academie
yorum	opmerkingen
yorum	reactie
yorum	opmerking
yorum	toelichting
yorum	commentaar
yorum	reacties
yorum	commentaren
karakter	karakters
karakter	karakter
karakter	personage
karakter	tekens
karakter	personages
hataları	fouten
hataları	vergissingen
mimar	architecten
idare	administratie
idare	toediening
aktör	acteur
meksika	mexicaans
meksika	mexicaan
meksika	mexicaanse
ince	mager
ince	dun
ince	subtiele
ince	slanke
ince	slank
ince	dunner
ince	slanker
ince	subtiel
yusuf	jozef
amaçlı	bestemd
amaçlı	bedoeld
amaçlı	beoogde
amaçlı	multifunctionele
amaçlı	voorgenomen
ciddi	ernstig
ciddi	ernstige
ciddi	ernst
ciddi	serieuze
ciddi	serieus
silah	kanonnen
silah	geweer
silah	pistolen
silah	geweren
silah	wapens
silah	pistool
silah	wapen
ceza	vonnis
ceza	detentie
ceza	straf
ceza	nablijven
ceza	bestraffing
ceza	bewaring
ceza	zin
ceza	sanctie
ceza	straffen
özelliği	kenmerk
özelliği	functie
şampiyonlar	kampioenen
muhtemelen	waarschijnlijk
muhtemelen	mogelijk
ukrayna	oekraïne
gençlik	jongeren
gençlik	jeugd
saldırı	aanvallen
saldırı	geweldpleging
saldırı	aanval
saldırı	aanslagen
saldırı	mishandeling
terk	verlaten
terk	verlof
terk	dumpen
terk	verlaat
terk	stopzetting
terk	vertrek
sorumlu	verantwoord
sorumlu	verantwoordelijke
sorumlu	verantwoordelijk
kaya	rotsen
kaya	rots
kaya	steen
kaya	stenen
sivil	burgerlijk
sivil	civiel
sivil	burgers
sivil	burgerlijke
sivil	civiele
getirildi	bracht
getirildi	gebracht
getirildi	meegebracht
kayıt	opnemen
kayıt	opname
kayıt	registreren
kayıt	registratie
kayıt	inschrijving
kayıt	inschrijven
içerik	inhoudsopgave
içerik	inhoud
besteci	componist
piyade	infanterie
konseyi	raad
dağ	berg
dağ	bergen
dağılımı	distributie
dağılımı	verdeling
yan	zijde
yan	zijkant
yan	verbranden
yan	kant
yan	brand
yan	branden
elektronik	elektronisch
elektronik	electronica
elektronik	elektronica
amatör	amateurs
sekiz	acht
sekiz	achten
yemek	avondeten
yemek	levensmiddelen
yemek	maaltijd
yemek	voedsel
yemek	eten
yemek	diner
yemek	lunchen
yemek	schotel
org	orgel
org	orgaan
motor	fiets
motor	optreden
motor	actie
motor	motorfiets
motor	motor
motor	aktie
dans	danst
dans	dans
dans	dansen
dans	dansje
yaşar	leeft
yaşar	levens
yaşar	woont
standart	standaard
standart	norm
sarmal	spoel
sarmal	spiraal
orman	oerwoud
orman	bos
orman	houtsoorten
orman	woud
orman	bossen
şimdiki	presenteren
şimdiki	huidige
şimdiki	heden
şimdiki	actueel
şimdiki	aanwezig
şimdiki	presenteer
şimdiki	huidig
ulaşım	transport
ulaşım	vervoer
gazi	veteraan
önem	belangrijkheid
önem	belang
vakfı	stichting
vakfı	fundering
romanya	roemenië
romanya	roemenie
yavaş	traag
yavaş	langzaam
yavaş	makkelijk
yavaş	eenvoudig
yavaş	gemakkelijk
yavaş	rustig
