மற்றும்	그리고
பயன்பாடு	애플리케이션
பயன்பாடு	사용
பயன்பாடு	프로그램
முறைகள்	방법
முறைகள்	메서드
முறைகள்	수단
சொந்த	개인
சொந்த	소유
சொந்த	개인적
சொந்த	개인적인
சொந்த	개인용
வார்ப்புரு	템플릿
கிரேக்க	그리스어
கிரேக்க	그리스
காதல்	사랑
காதல்	낭만
காதல்	낭만적
காதல்	러브
காதல்	로맨틱
காதல்	낭만주의
இவன்	이반
இருவரும்	둘다
பதிலாக	대신에
பதிலாக	대신
வகைப்பாடு	분류
வகைப்பாடு	분류학
வகைப்பாடு	분류법
கனடா	캐나다
குழந்தைகள்	키즈
குழந்தைகள்	아이들
குழந்தைகள்	어린이들
குழந்தைகள்	자녀
குழந்தைகள்	어린이
குழந்தைகள்	애들
குழந்தைகள்	아동
அனைவரும்	모두
அனைவரும்	전체
அனைவரும்	다들
ஆரம்ப	시작
தகவல்கள்	정보
வில்லியம்	윌리엄
பெயர்கள்	이름
அணு	아톰
அணு	원자
பின்பு	그러면
பின்பு	그렇다면
பின்பு	그때
மாணவர்கள்	유학생
மாணவர்கள்	학생
மாணவர்கள்	학생들
சரியான	완벽한
சரியான	완벽
சரியான	올바른
சரியான	정답
உருவாக்கப்பட்ட	만들었습니다
உருவாக்கப்பட்ட	생성
சபை	협의회
சபை	평의회
தொடர்புடைய	연관
மருத்துவம்	의료
மருத்துவம்	의학
கிராமம்	빌리지
கிராமம்	마을
தாக்குதல்	공격
தாக்குதல்	폭행
கேரள	케랄라
மதிப்பு	가치
கருவிகள்	도구
படை	포스
படை	강제
மனைவி	아내
மனைவி	와이프
மனைவி	마누라
பதவி	포지션
பதவி	위치
பதவி	역할
பதவி	직위
அஞ்சல்	우편번호
அஞ்சல்	우편
அஞ்சல்	편지
அஞ்சல்	메일
உதவும்	도움
உதவும்	도움말
சொற்கள்	단어
வெளியீடு	릴리스
வெளியீடு	릴리즈
வெளியீடு	출력
வெளியீடு	개봉
வெளியீடு	출시
வெளியீடு	발매
வெளியீடு	출판
வெளியீடு	출판물
எதிர்	반대로
எதிர்	반대편
எதிர்	반대
மிக்க	자비로
தொழில்நுட்ப	기술
தொழில்நுட்ப	기술적
தொழில்நுட்ப	테크니컬
வெளியே	아웃
வானொலி	라디오
வானொலி	라디오방송
கிராமங்கள்	마을
முக்கியத்துவம்	중요성
மீன்	생선
மீன்	물고기
மீன்	피쉬
மீன்	피시
போதும்	충분히
போதும்	충분해
போதும்	충분한
மஞ்சள்	노랑
மஞ்சள்	노랑색
மஞ்சள்	노란색
மஞ்சள்	황색
வருவாய்	수입
வருவாய்	수익
வருவாய்	소득
மலேசியா	말레이시아
மலேசியா	말레이시아어
கிலோமீட்டர்	킬로미터
உள்ளூர்	로컬
உள்ளூர்	현지
கிட்டத்தட்ட	거의
கடைசி	마지막
கடைசி	라스트
ஆனாலும்	근데
ஆனாலும்	그러나
ஆனாலும்	하지만
ஆனாலும்	그런데
படத்தில்	사진
எதிர்ப்பு	저항성
எதிர்ப்பு	저항운동
எதிர்ப்பு	저항
ஒன்பது	아홉
சிறப்பாக	최고
சிறப்பாக	베스트
தொடங்கினார்	시작되었습니다
தொடங்கினார்	시작했습니다
தொடங்கினார்	시작됨
பேராசிரியர்	교수
பேராசிரியர்	교수님
பதிப்பகம்	출판
பதிப்பகம்	게시
தனியார்	비공개
தரவு	자료
தரவு	데이터
பஞ்சாப்	펀자브
நம்பிக்கை	신탁
நம்பிக்கை	신뢰
நம்பிக்கை	신념
நம்பிக்கை	희망
நம்பிக்கை	신앙
நம்பிக்கை	믿음
நம்பிக்கை	자신감
இடங்கள்	장소
இடங்கள்	위치
இடங்கள்	음식점
பரவலாக	널리
மரபு	레거시
மும்பை	뭄바이
விற்பனை	영업
விற்பனை	판매하기
விற்பனை	마케팅
விற்பனை	매출
விற்பனை	팔아
விற்பனை	세일
விற்பனை	판매
வருடம்	연도
மேலே	인기
ஏற்கனவே	이미
ஏற்கனவே	벌써
கடன்	채무
கடன்	대출
கடன்	신용카드
கடன்	융자
கடன்	부채
கடன்	신용
கடன்	크레딧
விலை	가격
விலை	프라이스
விலை	가격결정
செய்திகள்	메시지
செய்திகள்	소식
செய்திகள்	뉴스
சோதனை	시험
சோதனை	테스트
சோதனை	검사
உருவாக்க	생성
உருவாக்க	생성하기
அவர்களுக்கு	그들
அரசன்	군주
அரசன்	모나크
போட்டிகள்	대회
கை	핸드
அரசியல்வாதி	정치
அரசியல்வாதி	정치인
அரசியல்வாதி	정치가
பறவைகள்	새들
ஒலி	소리
ஒலி	사운드
ஒலி	오디오
குறிப்புகள்	노트
பெண்களின்	걸스
பெண்களின்	소녀
பெண்களின்	소녀들
ஜே	제이
இயக்குனர்	디렉터
இயக்குனர்	감독
உயிரியல்	생물학
தொடக்கம்	입문
தொடக்கம்	스타트업
தொடக்கம்	시작
தொடக்கம்	시작하기
தொடக்கம்	개시
பூங்கா	파크
பூங்கா	공원
இளம்	영영
இளம்	젊은
அருகே	근처
உயர்ந்த	최고
உயர்ந்த	하이
உயர்ந்த	높음
காவல்	경찰관
காவல்	경찰
குடும்பம்	패밀리
குடும்பம்	가족과
குடும்பம்	가족
ஆதரவு	후원
ஆதரவு	지원
ஆதரவு	지지
கைது	체포
வலது	오른쪽
மாலை	에이브
மாலை	저녁
மாலை	이브
ஆய்வுகள்	공부
ஆய்வுகள்	진단
குறிக்கிறது	스탠드
சிவப்பு	붉은색
சிவப்பு	붉은
சிவப்பு	레드
சிவப்பு	빨간색
சிவப்பு	빨강
எதுவும்	아무것도
முஸ்லிம்	무슬림
முஸ்லிம்	이슬람교
இன்றும்	오늘
இன்றும்	오늘도
தலைவர்கள்	리더
தலைவர்கள்	지도자
இரத்த	피피
இரத்த	혈액
இரத்த	블러드
சிவன்	시바
ஜார்ஜ்	죠지
ஜார்ஜ்	조지
முழுமையான	완료
முழுமையான	완성
இரண்டும்	둘다
அவள்	그녀는
அவள்	그녀
வரிசை	직렬
