در	கதவு
نیاز	தேவையான
نیاز	தேவை
نیاز	தேவைகளை
نیاز	தேவையானவை
نیاز	தேவையா
توضیح	கருத்து
توضیح	கருத்தைப்
توضیح	குறிப்புரை
توضیح	கருத்தை
ترکیب	கட்டுரை
ترکیب	தொகுப்பு
ترکیب	கலவை
دریافت	வரவேற்பு
دریافت	பெறுதல்
دریافت	பெறுகிறது
دریافت	பெறுகிறார்
رشته	தொடர்ச்சி
رشته	சரம்
موافق	ஏற்கிறேன்
هنری	ஹென்றி
مواد	மருந்துகள்
مواد	பொருள்
درباره	பற்றி
درباره	அறிமுகம்
درباره	சுமார்
درباره	குறித்து
کارگردانی	இயக்கிய
استرالیا	ஆஸ்திரேலிய
اجتماعی	சோஷியல்
اجتماعی	சமூகங்கள்
اجتماعی	சமூக
اجتماعی	சமூகம்
بانی	போனி
جریان	ஸ்ட்ரீமிங்
جریان	தற்போதைய
جریان	நடப்பு
جریان	ஓடை
جریان	ஸ்ட்ரீம்
جریان	ஓடி
جریان	ஓட்டம்
طریق	மூலமாக
طریق	வழியாக
نویسنده	ஆசிரியர்
نویسنده	எழுத்தாளர்
نویسنده	இயற்றியவர்
نویسنده	படைப்பாளி
ژانویه	ஜனவரி
ژانویه	சனவரி
کنار	பக்க
کنار	புறம்
انرژی	ஆற்றலும்
انرژی	ஆற்றல்
انرژی	சக்தி
انرژی	எரிசக்தி
انتخابات	தேர்தல்கள்
انتخابات	தேர்தலில்
انتخابات	தேர்தல்
حسن	ஹசன்
حسن	ஹஸன்
حسن	ஹாசன்
مه	பனி
مه	மே
مه	மூடுபனி
کسی	யாரோ
کسی	யாரேனும்
ثانیه	இரண்டாம்
ثانیه	வினாடிகள்
ثانیه	நொடிகள்
ثانیه	வினாடி
ثانیه	விநாடிகள்
ثانیه	இரண்டாவது
کل	மொத்தம்
کل	மொத்த
خان	கான்
خان	கானும்
دکتر	மருத்துவர்
انجمن	சமுதாயம்
انجمن	மன்றம்
انجمن	சமூகம்
انجمن	சங்கம்
انجمن	சமுதாய
انجمن	சபை
انجمن	சமயம்
انجمن	கழகம்
انجمن	கவுன்சில்
غرب	மேற்கு
غرب	வேஸ்ட்
توسعه	அபிவிருத்தி
توسعه	விருத்தி
توسعه	வளரும்
توسعه	வளர்ச்சி
فصل	அத்தியாயம்
فصل	பருவம்
فصل	சீசன்
فصل	பருவத்தில்
فصل	காலம்
رسید	அடைந்து
رسید	அடைந்தது
رسید	வந்தது
رسید	ரசீது
ژوئیه	ஜூலை
شوروی	சோவியத்
افغانستان	ஆப்கானிஸ்தான்
ورزش	விளையாட்டு
ورزش	விளையாட்டுகள்
ورزش	உடற்பயிற்சி
ورزش	விளையாட்டுக்கள்
ورزش	ஜிம்
معماری	கட்டடக்கலை
معماری	கட்டிடக்கலை
باند	இனைப்பு
آنجا	அங்கு
آنجا	அங்கே
پرندگان	பறவைகள்
آخرین	கடைசியாக
آخرین	அண்மைய
آخرین	கடைசி
آخرین	கடந்த
آخرین	சமீபத்திய
آخرین	இறுதியான
آخرین	இறுதி
پزشکی	மருத்துவம்
پزشکی	மருந்து
پزشکی	மருத்துவ
فرهنگی	கலாச்சார
فرهنگی	கலாச்சாரம்
فرهنگی	பண்பாடு
فرهنگی	பாரம்பரியம்
فرهنگی	பண்பாட்டு
تلویزیون	தொலைக்காட்சி
دنیا	உலக
دنیا	துனியா
دنیا	உலகமே
دنیا	உலகம்
خوانندگان	வாசகர்கள்
خوانندگان	வாசகர்
خوانندگان	பாடகர்கள்
جغرافیای	புவியியல்
حالت	வகை
حالت	முறைமை
حالت	முறையில்
حالت	மனநிலை
حالت	நிலை
حالت	மாநிலம்
حالت	பயன்முறை
حالت	மனநிலையை
حالت	மூட்
حالت	முறை
کوه	ஏற்று
کوه	மலை
کوه	ஏற்ற
مقالات	கட்டுரை
مقالات	கட்டுரைகள்
مدیران	நிர்வாகிகளும்
عمل	சட்டம்
عمل	ஆக்ஷன்
عمل	செயல்பாடு
عمل	செயல்படுங்கள்
عمل	அதிரடி
عمل	இயக்கம்
عمل	செயல்
عمل	நடவடிக்கை
عمل	செயலை
کره	கொரிய
کره	கொரியா
کره	கொரியன்
کره	பட்டர்
کره	வெண்ணெய்
کره	வெண்ணை
انتقال	இடமாற்றம்
انتقال	பரிமாற்றம்
انتقال	ஒலிபரப்பு
انتقال	போக்குவரத்து
فوریه	அவசரம்
فوریه	பிப்ரவரி
فوریه	பிப்
فوریه	ஃபூரியே
فوریه	பெப்ரவரி
ارائه	முன்வைப்பு
رود	நதிநீர்
رود	ராட்
رود	ஆறு
رود	கம்பியை
رود	நதி
سیاست	கொள்கை
سیاست	சாதுரியம்
سیاست	அரசியல்
فرانسوی	பிரெஞ்சு
وطن	இல்ல
وطن	முகப்பு
وطن	வீடு
نزدیک	பெரும்பாலும்
نزدیک	அருகில்
نزدیک	மூடவும்
نزدیک	அருகாமை
نزدیک	ஏறத்தாழ
نزدیک	கிட்டத்தட்ட
نزدیک	மூடு
نزدیک	ஏறக்குறைய
نزدیک	அருகிலுள்ள
نزدیک	அருகே
دلار	டாலர்
داخلی	உள்ளமை
داخلی	உட்புற
داخلی	உள்துறை
داخلی	நுட்பமான
داخلی	உள்
کاهش	குறைத்தல்
کاهش	குறைப்பு
کاهش	குறை
کاهش	குறைக்க
کاهش	குறைக்கும்
کاهش	குறைந்துள்ளது
احمد	அஹ்மத்
احمد	அகமது
ده	பத்து
ارتش	ராணுவம்
ارتش	இராணுவம்
ارتش	இராணுவ
سایر	சாயர்
مشخص	குறிப்பிட்ட
مشخص	குறிப்பான
گفت	சொன்னேன்
گفت	சொன்னார்
گفت	சொன்னான்
حاضر	தற்போதைய
حاضر	நடப்பு
اسرائیل	இஸ்ரேல்
اسرائیل	இஸ்ரேலிய
انسان	மனிதன்
انسان	மனிதரும்
انسان	மனிதர்
انسان	மனிதனின்
انسان	மனிதா
انسان	மனிதனுக்கு
انسان	மனித
انسان	நாயகன்
مسجد	மசூதி
مسجد	மஸ்ஜித்
مسجد	பள்ளிவாசல்
مثل	பிடித்திருக்கிறது
مثل	விருப்பம்
مثل	விரும்பு
مثل	போல்
مثل	போல
شهرها	நகரங்கள்
شهرها	ஊர்கள்
سیاه	கருப்பு
سیاه	கறுப்பு
قدرت	சக்தியை
قدرت	வலிமை
قدرت	பவர்
قدرت	அதிகாரம்
قدرت	சக்தி
قدرت	பலம்
بنا	கட்டமைக்கப்பட்ட
نسخه	பதிப்பு
کم	காம்
کم	குறைவு
کم	குறைந்த
کم	சிறிய
کم	குறைவாக
کم	குறைவான
کم	தாழ்வு
کم	கேம்
کم	குட்டி
