من	から
ثاني	セカンド
الرومانية	ロマン
الرومانية	ローマ
الرومانية	ローマン
دولية	インターナショナル
دولية	国際
المرض	疾病
المرض	疾患
المرض	病気
شارع	ストリート
شارع	通り
العراقي	イラク
مضرب	コウモリ
مضرب	ラケット
مضرب	バット
يحتوي	含む
الضغط	圧力
الضغط	気圧
لغات	言語
تحرير	編集
تغيير	変化
تغيير	チェンジ
تغيير	変更
صوت	サウンド
صوت	音声
صوت	ボイス
صوت	オーディオ
المسلسل	シリアル
سوق	マーケットプレイス
سوق	市場
سوق	マーケット
ويب	ウェッブ
ويب	ウェブ
النظر	対価
المستوى	レベル
نسخة	コピー
موضوع	テーマ
موضوع	トピック
موضوع	話題
معدل	レート
معدل	評価
سورية	シリア
الفرق	チーム
الفرق	差異
الفرق	差分
الفرق	違い
اللون	カラー
الدراسة	勉強
صحيفة	新聞
صحيفة	新聞紙
عمرو	アムル
سياسية	政治家
المنظمة	団体
المنظمة	組織
الشرطة	警察
الشرطة	警察官
الشرطة	ポリス
قصيرة	短い
قصيرة	ショート
هؤلاء	これら
هؤلاء	これらの
هؤلاء	それら
السلة	バスケット
السلة	かご
دين	ディーン
مجموع	合計
عباس	アッバース
الساعة	クロック
الساعة	時計
الساعة	時間
الهندسة	ジオメトリ
الهندسة	図形
الهندسة	工学
الهندسة	エンジニアリング
جمع	複数
جمع	コレクション
الصحة	健康
الطرق	道路
الشمالي	北方
الشمالي	ノーザン
الشمالي	北部
الشركات	会社
بلدات	タウンズ
اللعب	遊ぶ
اللعب	プレイ
اللعب	遊び
مباريات	一致
مباريات	マッチ
مباريات	ゲーム
القارة	大陸
العمليات	オペレーション
العمليات	操作
العمليات	作戦
العمليات	演算
العمليات	運営
العمليات	運行
الحالات	ケース
الحالات	近況
الحالات	事例
الحالات	状況
الحالات	情勢
الروسية	ロシア
قيادة	リーダーシップ
قيادة	運転
قيادة	指揮
قيادة	コマンド
سويسرا	スイス
مخرج	取締役
مخرج	監督
مخرج	終了
مخرج	ディレクター
مخرج	出口
ترجمة	翻訳
مدريد	マドリード
مدريد	マドリッド
الانتخابات	選挙
الانتخابات	選任
متحف	美術館
متحف	博物館
فرع	ブランチ
فرع	支部
فرع	支店
فرع	支社
السنوات	年数
الاجتماعي	ソーシャル
عرب	アラブ
سيدي	サー
الهدف	ターゲット
الهدف	ゴール
الهدف	目的
البداية	スタート
البداية	始める
البداية	開始
طرق	ルート
طرق	道路
طرق	路線
الفن	美術
الفن	アート
الفن	芸術
حل	溶液
حل	ソリューション
تصويت	投票
سابقة	判例
سابقة	プレフィックス
سابقة	先例
سيارات	カーズ
فان	ヴァン
فان	バン
الطيران	飛行
الطيران	フライング
الطيران	フライト
الطيران	飛ぶ
الطيران	航空
الطلاب	生徒
الطلاب	学生
البيئة	環境
روما	ローマ
روما	ロマ
الاقتصاد	経済
اللغات	言語
الطبيعي	自然
الطبيعي	ナチュラル
البرازيل	ブラジル
القمر	ムーン
الموضوع	トピック
الموضوع	テーマ
الموضوع	話題
الموضوع	件名
الموضوع	主体
الصوت	サウンド
الصوت	音声
الصوت	ボイス
الصوت	オーディオ
حيوانات	動物
عثمان	オスマン
موسيقى	ミュージック
موسيقى	音楽
التجارة	商業
التجارة	トレード
التجارة	コマース
التجارة	貿易
التجارة	取引
ظل	シャドー
ظل	シャドウ
الخدمات	サービス
الي	アリー
الي	アリ
التدريب	トレーニング
التدريب	修行
التدريب	講習
التدريب	研修
التدريب	練習
التدريب	訓練
المباراة	一致
المباراة	マッチ
المباراة	ゲーム
صغير	スモール
صغير	小さい
صغير	小さな
علاقات	交際
علاقات	リレーション
علاقات	リレーションシップ
علاقات	関係
روايات	小説
فارس	ナイト
فارس	騎士
التراث	遺産
النسخة	バージョン
هدف	ゴール
هدف	ターゲット
فيصل	ファイサル
جامع	モスク
جامع	コレクター
تطور	進化
الشاعر	歌人
الشاعر	詩人
عناصر	コンポーネント
عناصر	アイテム
عناصر	要素
عناصر	エレメント
عناصر	元素
عناصر	品物
القدرة	能力
القدرة	定員
القدرة	容量
البلدة	タウン
نوبل	尊い
نوبل	ノーベル
وجه	フェイス
مسرحية	遊ぶ
مسرحية	プレイ
مسرحية	遊び
السياسة	政治
السياسة	政策
السياسة	方針
السياسة	ポリシー
مكتبة	図書館
مكتبة	ライブラリ
الكاتب	作者
الكاتب	ライター
الكاتب	著者
الكاتب	作家
المؤتمر	会議
المؤتمر	カンファレンス
الجبل	マウンテン
قرب	近く
قرب	付近
الخط	直線
الخط	フォント
الخط	ライン
الرجل	男性
الرجل	ガイ
البلدان	国々
فرقة	バンド
فرقة	分隊
البشرية	人類
بلد	国名
بلد	カントリー
جعل	メイキング
جعل	メイク
الرجال	メン
الرجال	男性
وخاصة	特に
طاقة	エネルギー
طاقة	パワー
طاقة	権力
ربما	未定
ربما	たぶん
ربما	多分
النار	火災
النار	火事
النار	ファイア
دليل	証明
دليل	プルーフ
دليل	マニュアル
دليل	手動
دليل	ガイド
دليل	証拠
دليل	ディレクトリ
محاولة	トライ
محاولة	未遂
محاولة	試す
حماية	保護
حماية	プロテクト
دعم	バックアップ
دعم	支持
دعم	サポート
جغرافيا	地理
رمضان	ラマダーン
خدمة	サービス
حرارة	ヒート
سرعة	速度
سرعة	スピード
الطيور	鳥類
هندسة	ジオメトリ
هندسة	図形
هندسة	工学
هندسة	エンジニアリング
قرار	決断
قرار	解像度
قرار	決定
ملوك	キングス
دير	修道院
دير	僧院
دير	デア
ستة	シックス
التهاب	炎症
المحلي	地元
المحلي	ローカル
صلاح	サラート
الماضي	過去
خمس	ファイブ
خمس	五つ
مالك	オーナー
مالك	所有者
مالك	マリック
هنري	ヘンリー
ضغط	圧力
ضغط	気圧
تشكل	ポーズ
المكان	スポット
المكان	ロケーション
المكان	会場
المكان	所在地
المكان	場所
مؤتمر	会議
مؤتمر	カンファレンス
واسع	ワイド
واسع	広い
طيران	飛行
طيران	フライング
طيران	フライト
طيران	飛ぶ
طيران	航空
مياه	ウォーター
مربع	正方形
مربع	広場
مربع	四角
مربع	ボックス
السبب	理性
السبب	原因
السبب	理由
الملكي	ロイヤル
الطفل	子供
الطفل	児童
ميشيغان	ミシガン
سينما	映画
سينما	シネマ
البناء	建物
البناء	建設
السوق	マーケットプレイス
السوق	市場
السوق	マーケット
البرلمان	国会
البرلمان	議会
الوسط	中心
الوسط	ミドル
الوسط	真ん中
الوسط	中央
الوسط	センター
سلطان	スルターン
سلطان	スルタン
ريال	リアル
ريال	本物
جيمس	ジェームズ
جيمس	ジェームス
معرفة	知識
معرفة	知人
معرفة	知り合い
الوضع	ステータス
الوضع	近況
الوضع	状況
الوضع	シチュエーション
الوضع	モード
الصناعية	工業
القائد	司令官
تسمية	命名
تسمية	呼称
تسمية	ラベル
الظهور	出演
الظهور	外観
الزراعة	農業
الزمن	タイム
الزمن	時間
مواد	材料
مواد	マテリアル
مواد	素材
البرامج	演目
البرامج	プログラム
البرامج	ソフトウェア
البرامج	ソフトウエア
الكتابة	執筆
الكتابة	筆記
الكتابة	書き込む
الكتابة	書き込み
الكتابة	タイピング
الكتابة	書く
البرتغال	ポルトガル
واسعة	ワイド
واسعة	広い
الفنون	芸術
اختيار	チョイス
اختيار	セレクション
اختيار	選択
اختيار	選考
تعرض	露出
تعرض	被曝
تعرض	照射
قوائم	リスト
القصة	ストーリー
القصة	記事
القصة	物語
السوري	シリア
الجانب	サイド
الجانب	アスペクト
الجانب	側面
الحسين	フセイン
شرح	キャプション
شرح	説明
شرح	解説
حروب	ウォーズ
حروب	戦争
الفنان	芸術家
الفنان	アーティスト
خدمات	サービス
ثانية	再び
ثانية	アゲイン
القناة	運河
القناة	チャネル
القناة	チャンネル
القناة	海峡
الشخصيات	文字
الشخصيات	キャラクター
درس	レッスン
درس	教訓
درس	授業
رؤساء	社長
رفع	エレベーター
رفع	リフト
رفع	リフティング
يبدو	サウンド
تنفيذ	実施
تنفيذ	実行
تنفيذ	実装
سيدات	婦人
سيدات	レディース
الحاكم	知事
دخل	所得
دخل	収入
المسرح	ステージ
المسرح	舞台
المسرح	シアター
المسرح	劇場
المسرح	演劇
انها	彼女
رتبة	ランク
المعركة	戦い
المعركة	戦闘
المعركة	バトル
التربية	学歴
التربية	教育
التربية	子育て
التربية	繁殖
نموذج	モデル
عيد	イード
تحليل	分析
تحليل	解析
نتائج	結果
رحلة	トリップ
رحلة	旅行
النجوم	スターズ
اللعبة	ゲーム
علاج	トリートメント
علاج	治癒
علاج	セラピー
علاج	待遇
علاج	治療
المواقع	サイト
المواقع	ポジション
المواقع	所在地
التعاون	協力
التعاون	コラボレーション
التعاون	コラボ
خطوط	フォント
كمية	数量
السيطرة	コントロール
زمن	タイム
زمن	時間
حضور	出席
قطاع	セクター
النهاية	終了
النهاية	エンド
تقنية	技法
تقنية	テクニック
تقنية	テクニカル
تقنية	テクノロジー
تقنية	技術
تقنية	テック
عرف	定義
صلى	祈り
صلى	祈る
ميل	メル
ميل	マイル
شعر	毛髪
شعر	ヘア
شعر	ヘアー
شعر	髪の毛
وسام	メダル
الهجوم	アサルト
الهجوم	攻撃
الهجوم	暴行
الهجوم	進撃
ناصر	ナーセル
ناصر	ナースィル
تعلم	ラーニング
تعلم	学ぶ
تعلم	学習
تعلم	学問
وراء	後ろ
خان	カーン
خان	ハーン
فعل	動詞
سالم	サリム
واشنطن	ワシントン
مسرح	演劇
مسرح	シアター
مسرح	劇場
اقتصاد	経済
الناتج	アウトプット
الناتج	出力
وحدات	モジュール
وحدات	ユニット
وحدات	単位
العمر	生涯
العمر	通算
العمر	年齢
حلقة	エピソード
حلقة	ループ
مستشفى	病院
عبدالله	アブドゥッラー
خلف	後ろ
الشريف	シェリフ
اكتشف	発見
كبار	上級
كبار	先輩
بول	ポール
بول	パウル
الرابطة	協会
الرابطة	社団
الرابطة	アソシエーション
ترتيب	編曲
ترتيب	オーダー
ترتيب	配置
ترتيب	注文
مجتمع	コミュニティ
مجتمع	コミュニティー
مجتمع	社会
العلاقة	交際
العلاقة	リレーションシップ
طب	医学
الطبقة	クラス
الطبقة	階級
دفع	決済
دفع	プッシュ
دفع	支払
دفع	押す
دفع	有料
دفع	支払う
دفع	支払い
تقريبا	ほぼ
تقريبا	ほとんど
