மற்றும்	وال
பயன்படுத்தி	استخدام
பயன்படுத்தி	استعمال
செய்த	صنعت
செய்த	جعل
செய்த	مصنوع
செய்த	صنع
பதிவு	التسجيل
பதிவு	النشر
பதிவு	تسجيل
பதிவு	انطباع
பதிவு	منشور
பதிவு	المنشور
பதிவு	السجل
பதிவு	سجل
பதிவு	بوست
பதிவு	الانطباع
ஐரோப்பிய	الاوروبي
ஐரோப்பிய	الاوروبية
முழுவதும்	كامل
முழுவதும்	الكامل
முழுவதும்	اكتمل
முழுவதும்	ملي
முழுவதும்	كاملة
பயனர்	المستعمل
பயனர்	المستخدم
பயனர்	مستعمل
பயனர்	مستخدم
தொடர்	متسلسل
தொடர்	المسلسل
தொடர்	الاستمرار
தொடர்	تواصل
தொடர்	مواصلة
தொடர்	متسلسلة
போன்றவை	الخ
ஜூன்	حزيران
ஜூன்	يونيو
வழியாக	عبر
வழியாக	فيا
உறுப்பினர்	العضوية
உறுப்பினர்	عضوية
உறுப்பினர்	عميل
உறுப்பினர்	عضوة
உறுப்பினர்	زبون
உறுப்பினர்	الزبون
உறுப்பினர்	العضو
உறுப்பினர்	العميل
உறுப்பினர்	عضو
ஆசிரியர்	معلمة
ஆசிரியர்	كاتب
ஆசிரியர்	مؤلف
ஆசிரியர்	المعلم
ஆசிரியர்	محرر
ஆசிரியர்	مدرس
ஆசிரியர்	الكاتب
ஆசிரியர்	المحرر
ஆசிரியர்	استاذ
ஆசிரியர்	محررة
ஆசிரியர்	معلم
ஆசிரியர்	المؤلف
ஆஃப்	قبالة
முக்கியமான	مهمة
முக்கியமான	هام
முக்கியமான	حرجة
முக்கியமான	المهم
முக்கியமான	حرج
முக்கியமான	الحرجة
முக்கியமான	مهم
தொடர்பு	التواصل
தொடர்பு	للاتصال
தொடர்பு	اتصال
தொடர்பு	الاتصال
ஜூலை	تموز
ஜூலை	يوليو
ஆற்றல்	طاقة
ஆற்றல்	الطاقة
கிலோ	كيلو
வேலை	العمل
வேலை	اعمل
வேலை	عمل
வேலை	الشغل
வேலை	شغل
வேலை	الوظيفة
வேலை	وظيفة
இருக்கலாம்	لربما
இருக்கலாம்	ربما
சமய	الدينية
சமய	دينية
சமய	متدين
சமய	الديني
பணி	العمل
பணி	اعمل
பணி	شغل
பணி	الشغل
பணி	عمل
பணி	الوظيفة
பணி	وظيفة
பணி	المهمة
கதை	قصة
கதை	قصه
கதை	القصة
கதை	حكاية
கதை	ستوري
இடையே	بين
பட்டம்	بدرجة
பட்டம்	ورقية
பட்டம்	الدرجة
பட்டம்	التخرج
பட்டம்	درجة
பட்டம்	تخرج
வழி	الطريقة
வழி	الاثر
வழி	اثر
வழி	طريقة
வழி	درب
வழி	طريقه
வழி	الطريق
அப்போது	ثم
அப்போது	اذا
அப்போது	اذن
அப்போது	بعدها
விடுதலை	حرية
விடுதலை	التحرر
விடுதலை	التحرير
விடுதலை	الحرية
ஆகஸ்ட்	اغسطس
ஆகஸ்ட்	اوغست
தேதி	موعد
தேதி	الموعد
தேதி	تاريخ
தேதி	التاريخ
பிறந்த	ميلاد
பிறந்த	الولادة
பிறந்த	الميلاد
பிறந்த	ولادة
இன்னும்	لسه
இன்னும்	وال
ஜான்	يوحنا
ஜான்	جون
அடுத்து	التالى
அடுத்து	التالية
அடுத்து	القادم
அடுத்து	التالي
சேவை	الخدمة
சேவை	الخدمات
சேவை	خدمة
கருத்து	سمة
கருத்து	التعليق
கருத்து	ملاحظات
கருத்து	علق
கருத்து	السمة
கருத்து	موضوع
கருத்து	تعليق
கருத்து	الموضوع
காரணம்	سبب
காரணம்	السبب
தனி	الخاصة
தனி	الخاص
தனி	خاص
தனி	منفصل
தனி	منفصلة
தனி	خاصة
அவருக்கு	هو
அவருக்கு	له
நீண்ட	لونغ
நீண்ட	الطويل
நீண்ட	طويل
நீண்ட	طويلا
நீண்ட	طويلة
பள்ளி	مدرسة
பள்ளி	مدرسه
பள்ளி	المدرسة
பள்ளி	المدارس
மற்றொரு	اخرى
மற்றொரு	اخر
மகன்	ابن
மகன்	الابن
மகன்	بني
சர்வதேச	دولي
சர்வதேச	الدولية
சர்வதேச	دولية
சர்வதேச	الدولي
எல்லா	كلهم
எல்லா	كله
எல்லா	الكل
எல்லா	جميع
எல்லா	كل
பொருட்கள்	اللوازم
பொருட்கள்	الاجسام
பொருட்கள்	بنود
பொருட்கள்	البنود
பொருட்கள்	المنتجات
பொருட்கள்	منتجات
பொருட்கள்	امدادات
பொருட்கள்	العناصر
பொருட்கள்	لوازم
பொருட்கள்	الاصناف
பொருட்கள்	الامدادات
பொருட்கள்	عناصر
பொருட்கள்	اجسام
பொருட்கள்	مستلزمات
மின்	كهربائي
மின்	كهربائية
என்றால்	الوسائل
என்றால்	يعني
என்றால்	يعنى
ஏழு	سبعة
ஏழு	السبعة
ஏழு	سبع
நடைபெற்ற	عقدت
முன்னர்	قبل
முன்னர்	سابقا
பொறியியல்	هندسة
பொறியியல்	الهندسة
அமைப்புகள்	اعدادات
அமைப்புகள்	المنظمات
அமைப்புகள்	منظمات
மொழிகள்	اللغات
மொழிகள்	لغات
அத்துடன்	ايضا
அத்துடன்	كمان
முழு	ملي
முழு	الكامل
முழு	كاملة
முழு	كامل
முதன்மை	الابتدائي
முதன்மை	قمة
முதன்மை	الابتدائية
முதன்மை	ابتدائي
முதன்மை	الرئيسية
முதன்மை	الاعلى
முதன்மை	رئيسية
முதன்மை	القمة
முதன்மை	توب
மணி	الساعة
மணி	ماني
மணி	جرس
மணி	ساعه
மணி	بيل
மணி	ساعة
மணி	الجرس
தொகுப்பு	طرد
தொகுப்பு	الطرد
தொகுப்பு	المجموعة
தொகுப்பு	تكوين
தொகுப்பு	حزمة
தொகுப்பு	التكوين
தொகுப்பு	الحزمة
தொகுப்பு	تحصيل
தொகுப்பு	رزمة
தொகுப்பு	جمع
தொகுப்பு	التحصيل
தொகுப்பு	مجموعة
தொகுப்பு	تشكيل
தொகுப்பு	التشكيل
தொலைவில்	بعيدا
தொலைவில்	بعيد
மருத்துவ	طبي
மருத்துவ	الطبية
மருத்துவ	طبية
மருத்துவ	الطبي
வணிக	تجاري
வணிக	التجاري
வணிக	تجارية
திருமணம்	الزواج
திருமணம்	زواج
திருமணம்	عرس
திருமணம்	تزوج
திருமணம்	متزوج
திருமணம்	العرس
திருமணம்	متزوجه
திருமணம்	متزوجة
திருமணம்	زفاف
நீங்கள்	انت
நீங்கள்	انتي
இயேசு	يسوع
கருதப்படுகிறது	نظر
நடித்த	بطولة
