در	deur
طرح	schets
طرح	ontwerpen
پنج	vijf
برد	winnen
تئاتر	bioscoop
تئاتر	theater
پل	brug
پل	paulus
ترابری	vervoer
داخل	binnenkant
داخل	binnen
ابتدا	eerst
ابتدا	eerste
ارتباط	contactpersoon
ارتباط	aansluiting
ارتباط	mededeling
ارتباط	communicatie
ارتباط	verbinding
ارتباط	connectie
پخش	verspreiden
پخش	speel
پخش	spelen
پخش	uitzenden
پخش	uitzending
پخش	uitgezonden
پخش	verspreiding
پخش	afspelen
پخش	verspreid
مشکل	moeilijkheden
مشکل	problemen
مشکل	probleem
نفت	olie
نفت	olieverf
نفت	aardolie
شرایط	omstandigheid
شرایط	omstandigheden
شرایط	conditie
شرایط	termen
شرایط	condities
شرایط	voorwaarde
شرایط	voorwaarden
شرایط	toestand
شرایط	aandoening
قاجار	kadjar
کارگردان	regisseur
کارگردان	directeur
دانشکده	hogeschool
دانشکده	universiteit
دختر	dochter
دختر	meis
دختر	meisje
دختر	meid
نور	lichte
نور	licht
اجرای	terechtstelling
اجرای	uitvoering
اجرای	executie
یونان	griekse
یونان	grieks
یونان	griek
لازم	vereiste
لازم	benodigd
لازم	nodig
لازم	noodzakelijke
لازم	noodzakelijk
لازم	vereist
سازی	escalatie
سازی	instrumentale
سازی	escaleren
مرتبط	gerelateerd
مرتبط	verwant
مرتبط	geassocieerde
مرتبط	geassocieerd
مرتبط	gerelateerde
مرتبط	verwante
شکست	mislukken
شکست	mislukkingen
شکست	falen
شکست	nederlaag
شکست	mislukkeling
شکست	verslaan
شکست	mislukking
رشد	toenemend
رشد	teelt
رشد	groeien
رشد	groeiende
رشد	groeiend
رشد	groei
گزارش	rapporteren
گزارش	rapport
گزارش	verslag
پرداخت	betalen
پرداخت	renderen
پرداخت	betaling
پرداخت	betaal
پرداخت	betaald
پرداخت	betaalde
هلند	nederlands
هلند	nederland
هلند	nederlandse
هلند	nederlanders
مالی	financieel
مالی	financieren
مالی	financien
مالی	financiën
زیاد	veel
ورزشگاه	sportschool
ورزشگاه	stadion
درون	binnenkant
درون	binnen
جنسی	seksueel
جنسی	seksuele
جنسی	geslacht
جنسی	seks
امور	affaire
امور	affaires
تأسیس	vestiging
شعر	gedicht
شعر	gedichten
شعر	teksten
شعر	poëzie
شرح	verklaring
شرح	uitleg
شرح	signalement
شرح	omschrijving
شرح	toelichting
شرح	beschrijving
فناوری	technologie
ترتیب	bestelling
ترتیب	gearrangeerd
ترتیب	geregeld
ترتیب	bestellen
ترتیب	orde
مادر	mama
مادر	mam
مادر	moeder
مادر	ma
مادر	moedertje
خانوار	gezinnen
خانوار	huishouden
خانوار	huishoudelijk
خانوار	huishoudens
خانوار	huishoudelijke
خانوار	huishouding
وضعیت	staat
وضعیت	toestand
وضعیت	situatie
نمونه	monster
نمونه	voorbeeld
نمونه	steekproef
نامزد	kandidaat
نامزد	verloofde
نامزد	verloofd
لیتر	nest
لیتر	nestje
لیتر	liter
لاتین	latijnse
لاتین	latijns
لاتین	latijn
مثال	voorbeeld
سوئد	zweden
متری	meter
دوستان	vrienden
مسیر	pad
مسیر	traject
دسته	stelletje
دسته	partij
دسته	categorie
دانش	kennis
ترانه	nummer
ترانه	zang
ترانه	liedje
ترانه	lied
کشته	vermoord
کشته	gedood
چرا	waarom
پایگاه	basis
پایگاه	buitenpost
مکان	locatie
مکان	plaats
مکان	ligging
مکان	lokatie
فکر	denken
فکر	denkend
فکر	nadenken
فکر	denk
اولیه	primair
اولیه	primaire
گسترش	uitbreiding
گسترش	expansie
گسترش	uitbreiden
شناگران	zwemmers
عدم	ontbreken
عدم	gemis
عدم	gebrek
عدد	aantal
عدد	getal
عدد	nummers
عدد	nummer
عدد	getallen
عدد	aantallen
تعریف	definiëren
تعریف	definitie
تعریف	definieer
نو	nieuw
نو	nieuwe
خدمات	dienst
خدمات	dienstverlening
خدمات	diensten
همسر	echtgenote
همسر	echtgenoot
همسر	vrouw
فرزند	nageslacht
فرزند	kindje
فرزند	nakomeling
فرزند	nakomelingen
فرزند	kind
فرزند	kroost
مصرف	verbruik
مصرف	consumptie
لهستان	polen
تقسیم	verdelen
تقسیم	afdeling
تقسیم	deling
تقسیم	verdeeld
تقسیم	divisie
تقسیم	verdeelde
تقسیم	verdeel
روزنامه	dagblad
روزنامه	krant
روزنامه	kranten
تن	tonijn
تن	kleurtje
تن	ton
تن	tonnen
اتحاد	eenheid
اتحاد	vakbond
اتحاد	alliantie
اتحاد	bondgenootschap
اتحاد	verbond
اتحاد	solidariteit
اتحاد	unie
نظریه	theorie
نظریه	theorieën
خاک	vuil
خاک	bodem
خاک	stof
خاک	grond
مخالف	tegenover
مخالف	tegengesteld
مخالف	oneens
مخالف	oppositie
مخالف	tegenstand
مخالف	tegenovergestelde
مخالف	tegenovergesteld
محسوب	telden
محسوب	geteld
محسوب	meegeteld
محسوب	telde
کلیسای	kapel
کلیسای	kerk
کشاورزی	landbouw
آباد	bezoeken
آباد	bezoek
دوباره	nogmaals
دوباره	alweer
دوباره	opnieuw
مشهور	beroemde
مشهور	beroemd
بعدی	volgend
بعدی	volgende
مستقل	zelfstandig
مستقل	onafhankelijke
مستقل	onafhankelijk
قدیمی	oude
قدیمی	ouwe
قدیمی	oud
شب	avond
شب	avondje
شب	nachten
شب	nacht
شب	overnachtingen
مالکان	landeigenaren
ویدئویی	filmpje
شیمی	chemie
شیمی	scheikunde
فروش	verkopen
فروش	uitverkoop
فروش	verkoop
بیست	twintig
رتبه	rangschikking
رتبه	rang
رتبه	rangschikken
جانوران	dier
جانوران	beesten
جانوران	dieren
راک	rotsen
راک	rots
راک	steen
پارک	parkeren
کاربرد	aanvraag
کاربرد	gebruik
کاربرد	applicatie
کاربرد	toepassing
مناسب	toepasselijk
مناسب	geschikte
مناسب	passende
مناسب	passend
مناسب	gepast
مناسب	geschikt
نخست	priemgetal
آزادی	vrij
آزادی	vrijheid
آزادی	gratis
رای	stemmen
رای	stemming
رای	gestemd
رای	stem
رای	stemmingen
رای	stemde
اطراف	omringende
اطراف	rond
اطراف	rondom
کمدی	komedie
کمدی	komiek
موتور	motor
موتور	fiets
موتور	motorische
بسته	pakketje
بسته	pakje
بسته	bundel
بسته	arrangement
بسته	gesloten
بسته	afgesloten
بسته	pakket
راست	waar
راست	klopt
فاصله	ruimte
فاصله	afstand
فاصله	spatie
سنت	tradities
سنت	traditie
اغلب	vaak
اغلب	dikwijls
فضای	ruimte
فضای	spatie
چشم	oog
چشم	ogen
چشم	oogjes
مختصات	coördinaten
مختصات	coördinaat
مختصات	coördineren
عامل	opereren
چهارم	vierde
متولد	geboren
قوانین	wetten
قوانین	regels
قوانین	voorschriften
کمتر	minder
صنعتی	industriële
صنعتی	industrieel
صنعت	bedrijfstak
صنعت	industrie
گیاهان	plantjes
گیاهان	planten
گیاهان	kruiden
کشوری	land
آرامگاه	graf
آرامگاه	graftombe
آرامگاه	tombe
پشت	terug
پشت	achter
پشت	rug
سینما	bioscoop
سینما	films
سینما	bioscopen
حمایت	steun
حمایت	ondersteuning
حمایت	ondersteunen
باغ	tuintje
باغ	tuin
باغ	tuinen
واژه	woorden
واژه	woord
بدن	lichaam
شاید	misschien
مقدار	bedrag
جرم	massa
جرم	misdrijf
جرم	misdaad
جرم	criminaliteit
کاری	arbeid
کاری	werk
کاری	werken
مردان	mannen
عصر	avond
عصر	avondje
عصر	namiddag
عصر	leeftijd
عصر	middag
عصر	ouderdom
سرزمین	grond
موجب	veroorzaakt
موجب	oorzaken
موجب	onthullen
سوریه	syrië
سوریه	syrische
سوریه	syrisch
بزرگترین	grootst
بزرگترین	grootste
نامه	brief
نامه	post
پادشاه	konings
پادشاه	koning
عبارت	zin
عبارت	uitdrukking
عبارت	expressie
بازگشت	terugvallen
بازگشت	teruggekeerd
بازگشت	terugkeren
بازگشت	teruggestuurd
بازگشت	terugkeer
بازگشت	terugdraaien
بازگشت	terugzetten
بازگشت	teruggegeven
بازگشت	retour
بازگشت	geretourneerd
استاندارد	standaard
استاندارد	norm
بانک	banken
مکزیک	mexicaans
مکزیک	mexicaan
مکزیک	mexicaanse
فلسفه	filosofie
دولتی	regering
دولتی	overheid
عملیات	exploitatie
عملیات	bewerking
عملیات	operaties
عملیات	operatie
عملیات	bewerkingen
نقل	afgeleide
نقل	afgeleid
نقل	citeren
نقل	citeer
نقل	citaat
ترک	stoppen
ترک	verlaten
ترک	afsluiten
ترک	verlof
ترک	turken
ترک	vertrekken
ترک	verlaat
ترک	weggaan
ترک	vertrek
نشر	publiceren
نشر	emissie
نشر	publicatie
نشر	vrijgave
نشر	loslaten
نشر	uitstoot
نشر	uitgeverijen
نشر	uitgeverij
نشر	vrijlating
خودش	hemzelf
خودش	zichzelf
خودش	haarzelf
سفر	reizen
سفر	reis
پاریس	parijs
توصیف	beschrijf
توصیف	signalement
توصیف	omschrijf
توصیف	beschrijven
توصیف	omschrijving
توصیف	beschrijving
آسفالت	asfalt
معنای	betekenis
رابطه	relaties
رابطه	relatie
مراسم	plechtigheid
مراسم	ceremonie
دریای	merrie
دریای	zee
اتریش	oostenrijks
اتریش	oostenrijkse
اتریش	oostenrijk
توان	vermogen
توان	kracht
توان	macht
پر	volle
پر	veertje
پر	veer
پر	volledige
پر	vol
پر	veren
پر	volledig
دستور	bestelling
دستور	bevelen
دستور	bestellingen
دستور	bestellen
دستور	orde
تیره	duister
تیره	donkere
تیره	donker
دوست	vriendin
دوست	liefde
دوست	liefs
دوست	vriend
حل	opgelost
حل	oplossen
حل	lost
حل	oplost
تصمیم	beslissen
تصمیم	besluit
تصمیم	beslis
تصمیم	beschikkingen
تصمیم	besluiten
تصمیم	beslissingen
تصمیم	beslissing
تلاش	inspanning
تلاش	geprobeerd
تلاش	proberen
تلاش	poging
دفتر	kantoor
دفتر	bureau
ماده	vrouwtje
ماده	vrouwelijk
ماده	vrouwelijke
ماده	vrouw
بدست	verworven
بدست	verkregen
آموزشی	opleiding
آموزشی	educatief
آموزشی	trainen
آموزشی	leerzaam
بلژیک	belgische
بلژیک	belgie
بلژیک	belgië
بلژیک	belgisch
بلژیک	belg
ارزش	waard
اصل	bedragen
اصل	principe
اصل	sommen
اصل	beginsel
مربع	vierkant
مربع	plein
مربع	vierkante
تعیین	bepalen
تعیین	bepaal
مسابقه	wedstrijdje
مسابقه	ras
مسابقه	prijsvraag
مسابقه	concurrentie
مسابقه	competitie
مسابقه	wedstrijd
مسابقه	mededinging
مسابقه	racen
گرم	verwarmde
گرم	verwarmd
گرم	opgewarmd
گرم	warme
گرم	verhit
گرم	verhitte
گرم	warm
گرم	heet
پاسخ	antwoorden
پاسخ	beantwoorden
پاسخ	reactie
پاسخ	antwoord
پاسخ	respons
ورزشکاران	atleten
ورزشکاران	sporters
درآمد	ontvangsten
درآمد	inkomen
درآمد	verdiensten
درآمد	inkomsten
بازبینی	herzieningen
بازبینی	revisie
بازبینی	beoordeling
بازبینی	herziening
بازبینی	recensie
مرحله	podium
مرحله	stap
مرحله	fase
مرحله	stadium
مرحله	stapje
مرحله	toneel
نبرد	bestrijden
نبرد	strijd
نبرد	gevecht
نبرد	veldslag
نبرد	slag
شهرت	bekendheid
شهرت	reputatie
شهرت	faam
شهرت	beroemdheid
شهرت	roem
سبز	groen
سبز	groene
حد	beperken
حد	limieten
حد	limiet
محصولات	producten
محصولات	produkten
اداره	departement
اداره	kantoor
اداره	afdeling
اداره	bureau
مذهبی	religieus
مذهبی	religieuze
هنرمندان	kunstenaars
هنرمندان	artiesten
آرژانتین	argentijnse
آرژانتین	argentinië
آرژانتین	argentijns
اش	as
اش	assen
فرود	aanlanding
فرود	omlaag
فرود	aanvoer
تجاری	commercieel
تجاری	commerciële
اصلاح	correctie
اصلاح	correcties
اصلاح	hervormen
اصلاح	hervormingen
اصلاح	hervorming
اقدام	actie
اقدام	optreden
اقدام	aktie
خون	bloed
کلمبیا	colombia
کلمبیا	colombiaanse
کلمبیا	colombiaans
خوبی	leuk
خوبی	lekker
خوبی	fijn
خوبی	mooi
خوبی	goed
مشاهده	bezichtiging
مشاهده	observaties
مشاهده	observatie
مشاهده	waarneming
مشاهده	bekijken
یهودی	joods
یهودی	joden
یهودی	jood
یهودی	joodse
جاده	weg
جاده	europees
جاده	europese
روم	romeins
روم	romeinse
استقلال	onafhankelijk
استقلال	onafhankelijkheid
استقلال	zelfstandigheid
خلیج	golf
خلیج	baai
رودخانه	rivier
جیمز	jacobus
آهنگ	lied
آهنگ	deuntje
آهنگ	nummer
آهنگ	liedje
آهنگ	zang
بزرگی	enorme
بزرگی	groot
بزرگی	gigantisch
بزرگی	grote
بزرگی	reusachtig
بزرگی	enorm
بزرگی	omvang
گرفتن	nemen
گرفتن	vangen
گرفتن	vangst
گرفتن	vang
فیزیک	fysica
فیزیک	natuurkunde
عکس	fotos
عکس	plaatjes
عکس	foto
عکس	fotograferen
ملل	naties
جلد	dekken
جلد	dekking
جلد	omslag
وسیله	apparaat
وسیله	toestel
همگانی	publiek
همگانی	openbaar
پاپ	paus
نیوجرسی	trui
تیتر	koptekst
تیتر	krantenkoppen
تیتر	kop
تیتر	krantenkop
تیتر	koppen
متفاوت	variëren
متفاوت	anders
متفاوت	verschillend
متفاوت	verschillende
مجله	tijdschrift
مجله	dagboek
حساب	rekening
تو	jou
تو	jij
دفاع	verweerschrift
دفاع	verdediging
دفاع	verweer
دفاع	defensie
دفاع	verdedigen
دانشنامه	encyclopedie
انسانی	menselijke
انسانی	mens
انسانی	menselijk
والیبال	volleybal
مؤسسه	instelling
مؤسسه	instituut
شخصیت	persoonlijkheid
شخصیت	karakter
شخصیت	personage
شخص	persoon
مایکل	michaël
مایکل	michiel
پستانداران	zoogdieren
پستانداران	zoogdier
درمان	genezing
درمان	behandelen
درمان	behandel
درمان	helende
درمان	traktatie
درمان	behandeling
درمان	genezen
درمان	therapie
کودکان	kindje
کودکان	kinderen
کودکان	kind
میانه	matig
میانه	gematigde
میانه	gematigd
میانه	matige
میانه	middelste
میانه	midden
اساسی	fundamentele
اساسی	fundamenteel
شش	zes
قهرمان	kampioen
قهرمان	held
ساختار	structuur
محله	buurt
یهودیان	joods
یهودیان	joden
یهودیان	jood
یهودیان	joodse
فشار	druk
فشار	duwen
فشار	persen
فشار	pers
محصول	produkt
مسئله	uitgifte
مسئله	probleem
مسئله	kwestie
مسئله	afgifte
گاهی	soms
گاز	hapje
گاز	bijt
گاز	bijten
جمع	verzamel
جمع	meervoud
جمع	verzamelen
فیلمی	filmpje
فیلمی	film
جنبش	beweging
جنبش	verplaatsing
جنبش	bewegingen
تحصیل	studeer
تحصیل	bestuderen
تحصیل	studeren
تحصیل	studie
شیعه	sjiitische
سوئیس	zwitserse
سوئیس	zwitsers
سوئیس	zwitserland
اهمیت	belangrijkheid
اهمیت	belang
جایی	plaats
ارشد	laatstejaars
کاربردی	toegepaste
کاربردی	toepasselijk
کاربردی	toepasbaar
کاربردی	toepassing
کاربردی	toegepast
کاربردی	applicatie
کاربردی	toepasselijke
کاربردی	aanvraag
تابع	functie
مهر	postzegel
مهر	robben
مهر	verzegeling
مهر	verzegelen
مهر	verzegeld
مهر	zegel
مهر	zegels
مهر	afgesloten
مهر	zeehonden
مهر	stempel
مهر	zeehond
جدول	tafel
جدول	tafeltje
جدول	tabel
اجازه	toestemming
اجازه	permissie
شاعران	dichters
ویلیام	willem
عرضه	aangeboden
عرضه	gepresenteerd
عرضه	gepresenteerde
عرضه	belicht
عرضه	bloot
عرضه	blootgesteld
فضایی	ruimte
فضایی	ruimtelijk
فضایی	spatie
کارهای	banen
کارهای	klussen
کارهای	vacatures
سنای	senaat
وزن	gewicht
تقریباً	bijna
قرآن	koran
طلایی	goud
طلایی	gulden
طلایی	gouden
ستاره	ster
سنتی	traditionele
سنتی	traditioneel
تصویب	goedkeuring
پرورش	koesteren
پرورش	fokkerij
پرورش	fokken
پرورش	fok
پرورش	opvoeding
بهمن	lawine
طلا	goud
دره	vallei
پرتغال	portugese
پرتغال	portugees
پرتغال	portugezen
عربستان	arabier
عربستان	arabië
عربستان	saoedi
هفته	weken
هفته	weekje
سیتی	stad
قرمز	rode
قرمز	rood
ثابت	constante
ثابت	gerepareerd
ثابت	bewezen
ثابت	stabiel
ثابت	vaste
ثابت	aangetoonde
ثابت	gestaag
متحد	geallieerde
متحد	verenigde
متحد	verenigd
متحد	verenigen
متحد	verenigt
خبر	nieuwsberichten
خبر	nieuws
ورود	aankomst
ورود	binnenkomst
ورود	binnenvaren
ورود	vermelding
برجسته	uitmuntend
برجسته	prominente
برجسته	uitstaande
برجسته	onderscheiden
میلیارد	biljoen
میلیارد	miljarden
میلیارد	miljard
قبلی	vorig
قبلی	eerdere
قبلی	voorgaande
قبلی	vorige
