ve	그리고
üretim	제조
etkisi	임팩트
etkisi	영향
etkisi	효과
etkisi	영향력
stüdyo	스튜디오
yeşil	초록
yeşil	녹색
yeşil	초록색
yeşil	그린
ailesi	패밀리
ailesi	가족과
ailesi	가족
ortalama	평균
sahne	경치
sahne	스테이지
sahne	무대
sahne	장면
sahne	현장
insanlar	인간들
insanlar	국민
insanlar	사람들
insanlar	명인
insanlar	인간
insanlar	사람
ermeni	아르메니아인
ermeni	아르메니아어
ermeni	아르메니아
tanrı	하느님
tanrı	하나님
parçası	부품
parçası	부분
parçası	파트
din	종교
etkin	활동
etkin	효과적
etkin	액티브
etkin	활성화
etkin	활성
mümkün	가능한
mümkün	가능
metin	문구
metin	문자
metin	텍스트
ilgi	이자
ilgi	흥미
ilgi	관심사
ilgi	관심
eğitimi	훈련
eğitimi	트레이닝
eğitimi	튜토리얼
bilgisayar	컴퓨터
sınırları	한계
sınırları	경계
sınırları	경계선
sınırları	국경
sınırları	제한
özgür	무료
özgür	자유
özgür	프리덤
parlaklık	밝기
vokal	보컬
demokratik	민주당
vb	등등
seçim	선거
seçim	선택
seçim	선택하기
amerikalı	미국인
amerikalı	아메리칸
sistem	체계
sistem	시스템
şimdi	이제
şimdi	지금
amacı	목적
özellikleri	특징
özellikleri	기능
özellikleri	자산
özellikleri	속성
özellikleri	특성
kg	킬로그램
britanya	영국
britanya	브리티시
britanya	브리튼
britanya	영국인
britanya	브리타니아
dur	멈추기
dur	중단
dur	정지
dur	중지
seçkin	엘리트
mavi	블루
mavi	청색
mavi	파랑
mavi	푸른
mavi	파란색
mavi	푸른색
sovyetler	소련
işçi	노동자들
işçi	노동자
işçi	직원
işçi	노동
işçi	근로자
canlı	라이브
canlı	생방송
canlı	활기찬
tercih	선택
tercih	선호
kişilik	인격
kişilik	개성
kişilik	성격
olası	가능한
olası	가능
olası	가능성
boş	비어
kadınlar	여자들
kadınlar	암컷
kadınlar	여자
kadınlar	여성
ara	검색
ara	찾기
ara	호출
ara	전화
ara	검색하기
ara	통화
kullanarak	사용하기
çıkar	제거
çıkar	빼기
çıkar	지우기
çıkar	삭제
çıkar	삭제하기
çıkar	빼빼로
doğrudan	직접
doğrudan	다이렉트
doğrudan	직통
birlik	통일
birlik	리그
birlik	유닛
birlik	연맹
birlik	유니언
birlik	유나이티드
birlik	연합
birlik	단결
birlik	동맹
birlik	단위
birlik	유니티
üniversite	칼리지
üniversite	대학교
üniversite	대학생
üniversite	대학
ismail	이스마엘
kopyaları	복사
kopyaları	사본
kopyaları	복사본
sıcak	뜨거운
sıcak	뜨겁다
sıcak	덥다
sıcak	따뜻하다
fransızca	프렌치
fransızca	프랑스
fransızca	프랑스어
fransızca	프랑스인
alınan	받음
alınan	받았습니다
alınan	받은
federasyonu	연맹
federasyonu	연방
bulgaristan	불가리아
uyum	화합
uyum	조화
uyum	하모니
uyum	준수
kutsal	거룩한
kutsal	거룩
öncesi	전에
öncesi	이전
programı	프로그램
programı	일정
programı	스케줄
programı	예약
dağı	마운트
ödül	수상
ödül	어워드
ödül	상금
ödül	보상
resimleri	사진
resimleri	픽처스
resimleri	사진들
komünist	공산주의자
hayat	생명
hayat	생활
hayat	라이프
hayat	인생
üye	구성원
üye	멤버십
üye	멤버
üye	멤버들
üye	회원
yapısı	구조물
yapısı	구조
sebep	이유
sebep	동기
öne	전달
öne	홍보하기
öne	앞으로
öne	홍보
öne	전진
evli	결혼
doktor	닥터
popüler	인기가
popüler	인기가요
popüler	인기
çıkış	출력
çıkış	끝내기
çıkış	나가기
çıkış	종료
çıkış	출구
çıkış	로그아웃
kış	윈터
kış	겨울
macaristan	헝가리
macaristan	헝가리어
taş	바위
taş	스톤
taş	석기
iletişim	통신
iletişim	연락
iletişim	접촉
iletişim	의사소통
iletişim	커뮤니케이션
iletişim	커뮤니케이션스
iletişim	소통
iletişim	문의
iletişim	연락처
şirket	기업인
şirket	회사
şirket	컴퍼니
şirket	기업
özgün	오리지널
özgün	원본
lütfen	부탁합니다
net	지우기
net	맑음
net	지우
model	모의
şiir	문학
öğrenci	학생
katılım	참여
katılım	출석
katılım	참석
katılım	참가
üyeleri	멤버
üyeleri	구성원
üyeleri	멤버들
plak	레코드
plak	녹음
plak	비닐
plak	기록
plak	녹화
ateş	화재
ateş	열이
ateş	불화
kolay	아쉬운
kolay	쉽게
kolay	쉬워
kolay	쉬운
etiket	스티커
etiket	태그
etiket	레이블
etiket	라벨
yayınlandı	출판
yayınlandı	게시
yayınlandı	출판됨
tarz	스타일
tarz	장르
onların	그들의
baba	아버지
baba	아빠
sorun	이슈
sorun	문제
kızıl	붉은색
kızıl	붉은
kızıl	스칼렛
kızıl	생강
kızıl	레드
kızıl	빨강머리
kızıl	빨간색
kızıl	빨강
çoğunlukla	주로
çoğunlukla	대부분
erkekler	남성
erkekler	멘트
erkekler	수컷
erkekler	남자
sonuçlar	결론
sonuçlar	결과
gölü	호야
gölü	호수
arapça	아라비아
arapça	아라비아어
arapça	아랍어
koruma	보존
koruma	보전
koruma	경호원
koruma	보호
koruma	보디가드
yapımcı	프로듀서
yapımcı	제작자
zor	힘든
zor	열심히
zor	터프
zor	하드
zor	어려움
zor	어려워
zor	어려운
lisans	라이센스
lisans	면허
lisans	허가서
lisans	라이선스
zengin	부자
ömer	오마르
uzak	원격
uzak	리모콘
uzak	멀다
uzak	리모컨
belçika	벨기에
sene	연도
irlanda	아일랜드
polis	경찰관
polis	캅카스
polis	경찰
miktar	수량
miktar	금액
günlük	일기장
günlük	저널
günlük	학술지
günlük	일간
günlük	일기
günlük	로그
günlük	일상
günlük	일일
günlük	학술
günlük	데일리
günlük	다이어리
onları	그들
tarihleri	날짜
tarihleri	데이트
çizgi	만화
çizgi	카툰
çizgi	라인
çizgi	만화가
çizgi	코믹
gizli	언더커버
gizli	숨겨져
gizli	숨겨진
gizli	기밀
gizli	시크릿
gizli	비밀
gizli	숨김
müslüman	무슬림
müslüman	이슬람교
hayvan	비스트
hayvan	애완동물
hayvan	애니멀
hayvan	동물학
hayvan	동물들
hayvan	동물
hayvan	짐승
soğuk	감기
soğuk	추위
soğuk	춥다
soğuk	차가운
çevre	환경
kurdu	볼프
kurdu	울프
kurdu	늑대
medya	미디어
işgal	침공
işgal	점령
işgal	침략
birisi	누군가
kaliforniya	캘리포니아
aşırı	극한
aşırı	극단
aşırı	익스트림
projesi	프로젝트
nedeni	원인
nedeni	이유
nedeni	동기
anlam	의미
kararı	의사결정
kararı	결정
proje	프로젝트
satın	구매
satın	구입
satın	구매하기
satın	사기
yazım	맞춤법
yazım	철자
yazım	철자법
kamu	공중
kamu	공개
kamu	공공
kişiler	국민
kişiler	사람들
kişiler	명인
kişiler	사람
kişiler	연락처
uydu	위성
uydu	인공위성
hangi	어느
meclis	국민의회
meclis	의회
meclis	국회
başarı	성공함
başarı	업적
başarı	성취
başarı	성공적
başarı	성공
basit	간단한
basit	간단하다
basit	단순한
basit	단순
basit	심플
basit	간단
kaynaklar	리소스
kaynaklar	소스
kaynaklar	출처
kaynaklar	자원
gümüş	실버
cumhurbaşkanı	대통령
cumhurbaşkanı	회장
alındı	받음
alındı	받았습니다
alındı	받은
kurtuluş	해방
kurtuluş	구원
kan	피피
kan	혈액
kan	블러드
bazıları	일부
fiziksel	물리적
fiziksel	물리
silahlı	무장
prof	안내원
gazete	종이
gazete	페이퍼
gazete	신문
gazete	용지
imparator	황제
imparator	천황
tahmin	추정치
tahmin	추산
tahmin	추정
tahmin	예측
tahmin	추측
sınıfı	교실
hükümet	정부
içerir	포함됨
içerir	포함
içerir	포함함
boyu	길이
boyu	높이
boyu	크기
boyu	키는
boyu	사이즈
aşağı	아래쪽
aşağı	아래에
aşağı	다운
aşağı	아래
aşağı	아래로
belki	아마
belki	아마도
defans	국방
defans	수비수
defans	방위
defans	방어
defans	디펜스
yardımcısı	보조
yardımcısı	조수
yardımcısı	부관
yardımcısı	조교
adaları	제도
olimpiyatları	올림피아드
olimpiyatları	올림픽
almanca	독일인
almanca	독일
almanca	독일어
giden	발신
giden	송신
özerk	자치구
neredeyse	거의
araya	단결
araya	단결하라
araya	재결합
yüz	얼굴이
yüz	수영
yüz	얼굴
yüz	안면
cd	cd
çözünürlük	결의
çözünürlük	해상도
ad	이름
araç	도구
araç	공구
araç	차량
araç	자동차
aynalı	미러링
birden	갑자기
birden	갑작스럽게
direktör	디렉터
direktör	감독
olumlu	긍정적인
olumlu	긍정적
olumlu	긍정
olumlu	양수
fizik	물리학
fizik	물리
anne	어머니
anne	엄마
anne	미라
katılan	참석합니다
katılan	참석
katılan	가입했습니다
ispanyol	스페인어
ispanyol	스페인인
ispanyol	히스패닉
bitki	허브
bitki	식물학
bitki	공장
bitki	식물
sert	힘든
sert	열심히
sert	터프
sert	하드
sert	어려워
değeri	가치
akademisi	아카데미아
akademisi	아카데미
yorum	댓글
yorum	코멘트
ahmed	아흐메드
ahmed	아흐마드
karakter	캐릭터
karakter	인물
karakter	문자
karakter	등장인물
karakter	성격
hataları	오류
mimar	건축가
mimar	건축
idare	행정학
aktör	배우
meksika	멕시코
meksika	멕시코인
ince	미묘한
ince	얇은
ince	슬림
ince	미묘
yusuf	조지프
yusuf	조셉
yusuf	요셉
yusuf	조제프
yusuf	요제프
amaçlı	다목적
amaçlı	다용도
ciddi	심각하게
ciddi	심각한
ciddi	심각하다
ciddi	심각해
silah	총기
silah	무기
ceza	문장
ceza	징벌
ceza	처벌
ceza	페널티
özelliği	기능
şampiyonlar	챔피언
şampiyonlar	챔피언스
muhtemelen	아마
muhtemelen	아마도
başbakan	프리미어
ukrayna	우크라이나
gençlik	청년
gençlik	청춘
gençlik	청소년
gençlik	젊음
saldırı	공격
saldırı	폭행
terk	떠나
terk	떠나기
sorumlu	책임감
sorumlu	책임
kaya	바위
sivil	민간인
sivil	민간
kayıt	레코드
kayıt	녹음
kayıt	기록
kayıt	등록
kayıt	레지스터
kayıt	가입
kayıt	녹화
içerik	컨텐츠
içerik	콘텐츠
içerik	문맥
içerik	맥락
içerik	목차
içerik	내용
besteci	작곡가
topluluğu	앙상블
piyade	보병
konseyi	협의회
konseyi	평의회
dağ	산악
dağ	산맥
dağılımı	배포판
dağılımı	분배
dağılımı	분포
dağılımı	배포
yan	굽기
yan	측면
yan	사이드
yan	화상
elektronik	전자
elektronik	전자공학
elektronik	전자제품
elektronik	일렉트로닉
elektronik	일렉트로닉스
amatör	아마추어
sekiz	여덟
yemek	접시
yemek	푸드
yemek	음식
yemek	저녁식사
yemek	점심
yemek	식당
yemek	저녁
yemek	도시락
yemek	요리
yemek	식사
yemek	식품
yemek	식량
org	오르간
org	장기
motor	활동
motor	행동
motor	오토바이
motor	엔진
motor	모터사이클
motor	동작
motor	자전거
motor	액션
motor	작업
dans	춤추는
dans	무용
dans	댄싱
dans	댄스
yaşar	생명
standart	표준
standart	스탠더드
sarmal	나선
sarmal	나선형
orman	우즈
orman	정글
şimdiki	현재
şimdiki	선물
şimdiki	전류
ulaşım	교통수단
ulaşım	수송
ulaşım	운송
ulaşım	교통
gazi	베테랑
önem	중요성
vakfı	파운데이션
vakfı	재단
romanya	루마니아
romanya	루마니아어
romanya	루마니아인
yavaş	느려
yavaş	쉬운
yavaş	느리게
yavaş	쉽게
yavaş	아쉬운
yavaş	쉬워
yavaş	느린
yavaş	천천히
uygulama	프로그램
uygulama	어플리케이션
uygulama	구현
uygulama	애플리케이션
kurum	기관
ekonomi	경제학
ekonomi	경제
sonuçları	결과
danimarka	덴마크어
danimarka	덴마크
düzenleme	편곡
düzenleme	편집
düzenleme	편집하기
düzenleme	수정
baskı	인쇄
baskı	에디션
baskı	프린터
baskı	프린트
baskı	압박
baskı	압력
baskı	프린팅
ziyaret	방문
ziyaret	방문자
ziyaret	방문하기
renk	컬러
renk	색상
renk	색깔
zarar	손해배상
zarar	피해
zarar	손상
zarar	손해
ayrıldı	분리됨
ayrıldı	별거
yıldırım	천둥
yıldırım	썬더볼트
yıldırım	선더볼트
yıldırım	라이트닝
yıldırım	번개
yıldırım	썬더
yıldırım	선더
arjantin	아르헨티나인
arjantin	아르헨티나
kalkınma	발달
kalkınma	개발
teşvik	격려
teşvik	인센티브
seri	직렬
seri	시리즈
seri	시리얼
antlaşması	조약
kale	포트
kale	포트리스
kale	요새
olimpiyat	올림피아드
olimpiyat	올림픽
sen	당신은
sen	당신
sen	귀하
geçici	체온
geçici	일시적
geçici	임시
geçici	온도
imza	서명
imza	기호
imza	사인
imza	싸인
politik	정치적
politik	정치
gereksinim	요구사항
silinmiş	삭제됨
silinmiş	삭제함
silinmiş	삭제되었습니다
görülen	읽음
rusça	러시아어
rusça	러시아인
serisi	시리즈
fotoğraf	사진
fotoğraf	사진술
fotoğraf	사진들
fotoğraf	그림
boy	크기
boy	높이
boy	사이즈
boy	키는
önceden	전에
önceden	이전
önceden	미리
file	코끼리
türkmen	투르크멘어
türkmen	투르크메니스탄
müzisyen	연주자
müzisyen	음악가
müzisyen	뮤지션
düzenli	정돈
düzenli	정규
düzenli	보통
siyasal	정치적
siyasal	정치
içi	인사이드
içi	내부
hafif	라이트
hafif	가벼움
hafif	가볍게
hafif	가벼운
teslim	배송
teslim	배달
teslim	항복
teslim	제출
teslim	게재
yoluyla	비아
yoluyla	통해
kodu	코드
kodu	부호
tahta	게시판
tahta	나무
tahta	우드
tahta	목재
tahta	이사회
tahta	보드
fikir	아이디어
geçiş	전이
geçiş	스위치
geçiş	전환
geçiş	환승
geçiş	바꾸기
geçiş	패스
geçiş	트랜싯
kapalı	닫힌
kapalı	끄기
kapalı	비공개
kuruluş	조직
kuruluş	기구
kuruluş	단체
kuruluş	기관
renkli	컬러
renkli	색상
renkli	채색
renkli	화려하다
kürt	커트
kürt	울프
kürt	늑대
kürt	쿠르트
kürt	볼프
kürt	쿠르드어
demokrat	민주당
latin	라틴
latin	라티나
latin	라틴계
havalimanı	공항
havalimanı	국제공항
dalga	파동
dalga	파도
dalga	물결
dalga	웨이브
dalga	리플
belgesel	다큐멘터리
sarayı	궁궐
sarayı	궁전
sözleşme	합의
sözleşme	동의
sözleşme	협정
sözleşme	계약서
sözleşme	계약
yapım	제작
yapım	생산
yapım	프로덕션
lideri	리더
lideri	지도자
allah	하느님
allah	하나님
toplumsal	사회적
toplumsal	사회
toplumsal	사회주의
tekli	단일
tekli	싱글
emekli	퇴직
emekli	연금
emekli	은퇴
ilişkili	연관
ilişkili	관련
sırbistan	세르비아
yazılmış	서면
ediniz	설명
ediniz	묘사
şehirler	도시
cami	모스크
turizm	관광
turizm	관광객
civarında	부근
ressam	음악가
ressam	화가
ressam	아티스트가
ressam	아티스트
ressam	예술가
uçak	항공기
uçak	비행기
uçak	평면
gerçekten	정말로
gerçekten	정말
beşinci	다섯번째
atandı	할당된
kültürü	문화
savaşları	전쟁
ortadan	탈락
kurucusu	설립자
kurucusu	창시자
kurucusu	창립자
farsça	페르시아인
farsça	페르시안
farsça	페르시아
farsça	페르시아어
lise	고등학교
üretilen	제작
üretilen	제조
bas	누르기
bas	배스
bas	베이스
bas	프레스
kar	이익
kar	스노우
kar	수익
norveç	노르웨이
sınır	한계
sınır	경계
sınır	경계선
sınır	국경
sınır	테두리
sınır	제한
sınır	극한
herkes	모두
herkes	다들
gemi	선박
gemi	보트
yalnız	외로운
yalnız	외로움
yalnız	외로워
yalnız	혼자
yalnız	홀로
mühendisliği	공학
mühendisliği	엔지니어링
gerekçe	동기
gerekçe	정당화
ayı	베어
program	일정
program	스케줄
program	예약
ikisi	둘다
dağları	산맥
kilise	교회
sebebi	원인
sebebi	이유
sebebi	동기
açılan	개봉
açılan	개설
açılan	오프닝
benzeri	유사한
benzeri	유사
benzeri	비슷한
benzeri	비슷함
albümleri	음반
albümleri	앨범
ilişkiler	연애
ilişkiler	관계
görüntü	그림
görüntü	이미지
kullandığı	사용
viyana	비엔나
hakim	판사
hakim	판단
toplum	공동체
toplum	사회
toplum	커뮤니티
şablonu	템플릿
çevresinde	주위
çevresinde	주변
aziz	세인트
hizmetli	하인
hizmetli	수위
hacı	크로스
hacı	십자가
hacı	순례자
hacı	십자
hacı	교차
otomatik	자동
otomatik	자동화
gaz	가스
yugoslavya	유고슬라비아
kaynakları	리소스
kaynakları	소스
kaynakları	출처
kaynakları	자원
çalışır	작동
çalışır	웍스
çalışır	작품
bilimler	과학
engel	장애물
kudüs	예루살렘
hep	언제나
hep	항상
konser	콘서트
konser	연주회
kurucu	설립자
kurucu	창시자
kurucu	창립자
yayımlandı	출판
yayımlandı	게시
yayımlandı	출판됨
işbirliği	협동조합
işbirliği	협업
işbirliği	협력
işbirliği	콜라보레이션
istatistikleri	통계학
istatistikleri	통계
istatistikleri	인사이트
komedi	희극
komedi	코미디
komedi	코메디
anlamı	의미
buz	프로스트
buz	얼음
buz	서리
buz	빙빙
buz	아이스
gazeteci	저널리스트
gazeteci	기자
gazeteci	리포터
gazeteci	언론인
yazılan	서면
hint	인도
hint	인도인
hint	인디아
hint	인디언
oyuncular	플레이어스
oyuncular	플레이어
oyuncular	게이머
oyuncular	배우
oyuncular	공연자
oyuncular	연기자
oyuncular	선수
kullanıcılar	사용자
bizim	우리의
dile	언어
kur	꾸란
yurt	기숙사
atina	아테네
şah	점검
şah	확인
şah	샤샤
şah	샤이니
şah	체크
olaylar	이벤트
olaylar	행사
felsefe	철학
pazar	마켓
pazar	일요일
pazar	시장
cevap	반응
cevap	답장
cevap	답글
cevap	응답
cevap	대답해
cevap	대응
cevap	정답
cevap	대답
cevap	답변
dilleri	언어
taslak	초안
taslak	임시
taslak	드래프트
taslak	윤곽
geçerli	적용
geçerli	유효
geçerli	유효한
