और	en
व्यवहार	gedragingen
योगदान	premies
योगदान	bijdragen
योगदान	bijdrage
इनकी	hun
सही	rechts
सही	waar
सही	recht
सही	juist
सही	perfecte
सही	klopt
सही	correcte
सही	corrigeren
पुरुष	mannetje
पुरुष	mannelijk
पुरुष	mannen
पुरुष	mannelijke
मिल	walserij
मिल	molen
जनगणना	volkstelling
संबंधी	relatief
संबंधी	relatieve
अंतर्गत	onder
उद्योग	bedrijfstakken
उद्योग	bedrijfstak
उद्योग	industrieën
उद्योग	industrie
छोटी	klein
छोटी	weinig
छोटी	kort
छोटी	kleine
छोटी	korte
छोटी	kleinere
छोटी	smal
छोटी	kleiner
मदद	hulp
मदद	helpen
दिशा	richting
दिशा	oriëntatie
दिशा	oriëntering
सूचना	kennisgeving
सूचना	gegevens
सूचना	melding
सूचना	notificatie
सूचना	informatie
सूचना	aanmelding
कमी	ontbreken
कमी	gemis
कमी	gebrek
पत्र	brief
राम	rammen
पीछे	terug
पीछे	achterste
पीछे	achterzijde
पीछे	achter
पीछे	rug
पीछे	achterhoede
पीछे	achterstevoren
पीछे	achterkant
पीछे	achteraan
पीछे	achterwaarts
पीछे	achteruit
राष्ट्रपति	voorzitter
दल	partijen
दल	feestjes
दल	partij
दल	cohorten
दल	bemanning
दल	feest
दल	feestje
मीटर	meter
मीटर	meters
क्रिया	optreden
क्रिया	activiteit
क्रिया	acties
क्रिया	actie
क्रिया	werkwoord
क्रिया	aktie
कॉलेज	hogeschool
कॉलेज	universiteit
कॉलेज	hogescholen
विवाह	huwelijken
विवाह	huwelijk
विवाह	trouwen
विवाह	trouwfeest
विवाह	bruiloften
विवाह	bruiloft
बनाए	aangemaakt
बनाए	gemaakt
बनाए	geschapen
बनाए	gecreëerd
सुधार	correctie
सुधार	hervormen
सुधार	hervormingen
सुधार	hervorming
सुधार	verbetering
सुधार	verbeteringen
समाप्त	ingevuld
समाप्त	afgerond
समाप्त	klaar
समाप्त	afgewerkte
समाप्त	einde
समाप्त	voltooide
समाप्त	afmaken
समाप्त	afwerking
समाप्त	voltooid
समाप्त	afgewerkt
समाप्त	verloopt
समाप्त	voltooien
समाप्त	beëindigen
समाप्त	verlopen
समाप्त	vervalt
समाप्त	eind
दिनों	dagen
बच्चों	kinderen
बच्चों	kindjes
प्रौद्योगिकी	technologie
महत्व	belangrijkheid
महत्व	belang
रह	blijven
नियम	regel
नियम	regels
नियम	voorschriften
जन्मे	geboren
शब्दों	woorden
चीनी	chinees
चीनी	chinezen
स्वास्थ्य	gezondheid
सहायक	hulpje
सहायक	behulpzaam
सहायक	assistente
सहायक	assistent
घोषणा	aankondiging
घोषणा	verklaring
घोषणा	aangifte
घोषणा	declaratie
घोषणा	mededeling
घोषणा	bekendmaking
प्रयुक्त	gebruikte
प्रयुक्त	gebruikt
उल्लेख	noemt
उल्लेख	vermeldingen
कहीं	ergens
उपयुक्त	toepasselijk
उपयुक्त	geschikte
उपयुक्त	passende
उपयुक्त	passend
उपयुक्त	gepast
उपयुक्त	geschikt
बंद	afsluiten
बंद	sluit
बंद	sluiten
बंद	gesloten
बंद	dichtbij
बंद	af
बंद	afgesloten
किलोमीटर	kilometers
किलोमीटर	kilometer
जिसने	wie
इंग्लैंड	engeland
धीरे	traag
धीरे	langzaam
धीरे	geleidelijk
सार्वजनिक	publiek
सार्वजनिक	openbaar
लाख	miljoen
खिलाफ	tegen
सफल	slagen
सफल	succes
सफल	succesvol
सफल	geslaagde
सफल	geslaagd
सफल	succesvolle
पहचान	identiteiten
पहचान	identiteit
पहचान	identificatie
राष्ट्र	naties
राष्ट्र	natie
संग्रह	archiveren
संग्रह	collectie
संग्रह	inzameling
संग्रह	verzamelen
संग्रह	verzameling
संग्रह	verzamelingen
संग्रह	archief
संग्रह	collecties
भीतर	binnenkant
भीतर	binnen
मौजूद	presenteren
मौजूद	heden
मौजूद	aanwezig
मौजूद	besta
मौजूद	bestaan
मौजूद	presenteer
रक्त	bloed
कांग्रेस	congres
सम्मान	respecteer
सम्मान	eer
सम्मान	respecteren
सम्मान	eren
नृत्य	dans
नृत्य	dansen
नृत्य	dansje
सामूहिक	collectieve
सामूहिक	collectief
स्रोत	bronnen
स्रोत	bron
एकल	alleenstaand
एकल	vrijgezel
एकल	alleenstaande
संकेत	wenken
संकेत	signaal
संकेत	symbool
मानक	standaard
मानक	norm
बताया	vertelde
बताया	verteld
स्वतंत्रता	onafhankelijkheid
स्वतंत्रता	onafhankelijk
स्वतंत्रता	zelfstandigheid
स्वतंत्रता	vrijheid
विद्यालय	scholen
अंतर्राष्ट्रीय	internationaal
विशाल	grandioos
विशाल	enorme
विशाल	gigantisch
विशाल	groot
विशाल	massaal
विशाल	massale
विशाल	grote
विशाल	grandioze
विशाल	massief
विशाल	reusachtig
विशाल	enorm
बंगाल	bengalen
बंगाल	bengaalse
कानून	wetten
कानून	wet
महान	fantastisch
महान	geweldig
महान	groot
बल	forceren
बल	kracht
भाई	broer
भाई	broertje
भाई	broeder
तहत	onder
उपचार	behandeling
उपचार	remedie
उपचार	verhelpen
उपचार	behandelingen
केन्द्र	centreren
केन्द्र	centrum
अवस्था	staat
लागू	toepasselijk
लागू	toegepaste
लागू	toepasbaar
लागू	toegepast
लागू	solliciteren
लागू	toepasselijke
लागू	toepassen
निजी	particulier
निजी	privé
निजी	persoonlijk
निजी	prive
निजी	persoonlijke
निर्णय	besluit
निर्णय	arrest
निर्णय	besluiten
निर्णय	beschikkingen
निर्णय	beslissingen
निर्णय	beslissing
निर्णय	oordeel
जॉन	johannes
मिला	kreeg
मिला	heb
मिला	gevonden
घंटे	openingstijden
घंटे	uren
घंटे	uur
वंश	dynastie
प्रारंभिक	voorlopige
प्रारंभिक	initiële
मुक्त	vrij
मुक्त	gratis
बल्कि	liever
परन्तु	maar
मनुष्य	menselijke
मनुष्य	mens
मनुष्य	menselijk
उपकरण	apparaat
उपकरण	apparaten
उपकरण	hulpmiddelen
उपकरण	materiaal
उपकरण	toestel
उपकरण	gereedschappen
उपकरण	instrument
उपकरण	hulpmiddel
उपकरण	apparatuur
उपकरण	hulpprogramma
उपकरण	gereedschap
उपकरण	uitrusting
उपकरण	werktuig
उपकरण	materieel
उपन्यास	roman
ऑफिस	kantoor
ऑफिस	bureau
बदलाव	verandering
बदलाव	veranderingen
बदलाव	veranderen
बदलाव	wijzigen
बदलाव	wijziging
अनुमति	toegestane
अनुमति	toegestaan
अनुमति	toestemming
अनुमति	permissie
अनुमति	toegelaten
अनुमति	toestemmingen
नीति	beleid
हवाई	hawaï
गांव	dorp
गांव	dorpje
वापस	terug
वापस	rug
यूरोपीय	europese
यूरोपीय	europees
साधारण	algemeen
साधारण	algemene
साधारण	eenvoudig
साधारण	triviale
साधारण	eenvoudige
साधारण	simpel
साधारण	middelmatige
साधारण	generaal
साधारण	middelmatig
देखने	bezichtiging
देखने	bekijken
दक्षिणी	zuid
दक्षिणी	zuiden
दक्षिणी	zuidelijk
नया	nieuwer
नया	nieuw
नया	nieuwere
नया	nieuwe
पर्वत	berg
सूर्य	zon
अनुवाद	vertalen
अनुवाद	vertaling
अनुवाद	vertalingen
अनुवाद	vertaal
समुदाय	gemeenschap
समुदाय	gemeenschappen
मान	waarde
मान	waarden
मान	waardes
स्वतंत्र	zelfstandig
स्वतंत्र	onafhankelijke
स्वतंत्र	onafhankelijk
टीवी	televisie
हाल	recente
चला	uitvoeren
चला	ren
चला	rennen
पक्ष	zijde
पक्ष	kant
पक्ष	zijkant
दृश्य	weergaven
दृश्य	scène
दृश्य	uitzicht
दृश्य	bekijk
दृश्य	zichtbaar
दृश्य	weergave
दृश्य	bekijken
दृश्य	zichtbare
भोजन	avondeten
भोजन	levensmiddelen
भोजन	maaltijd
भोजन	voedsel
भोजन	eten
भोजन	keuken
भोजन	avondmaal
भोजन	voedingsmiddelen
मॉडल	modellen
मुंबई	bombay
आयोजित	vastgehouden
आयोजित	gehouden
प्रकाशन	publikatie
प्रकाशन	publiceren
प्रकाशन	publicatie
प्रकाशन	uitgeverijen
प्रकाशन	uitgeverij
प्रकाशन	bekendmaking
प्रांत	provincie
अतः	daarom
मिलियन	miljoen
मिलियन	miljoenen
मिलियन	milaan
पांच	vijf
संचालित	aangedreven
संचालित	geopereerd
संचालित	geëxploiteerd
उससे	hem
वहां	er
वहां	daar
विधानसभा	montage
विधानसभा	assemblee
विधानसभा	assemblage
मन	geest
ऑस्ट्रेलिया	australië
उम्र	leeftijd
उम्र	ouderdom
सागर	zee
सक्रिय	ingeschakeld
सक्रिय	actief
सक्रिय	adjectief
सक्रिय	actieve
आया	kwam
आया	kwamen
निश्चित	zeker
निश्चित	bepaalde
अभिनेत्री	actrice
छोड़	verlaten
छोड़	verlof
छोड़	overslaan
छोड़	verlaat
छोड़	vertrek
