категория	categorie
карьеры	loopbaan
константин	constantijn
суд	hof
основных	majoor
основных	voornaamste
основных	belangrijkste
основных	hoofdvak
морской	maritiem
морской	marinier
германия	duitsland
восток	oost
восток	oosten
срок	termijn
помощь	bijstand
помощь	assistentie
помощь	helpen
помощь	hulp
дважды	tweemaal
постоянно	blijvend
постоянно	constante
постоянно	constant
постоянно	continu
постоянно	doorlopend
постоянно	permanent
постоянно	definitief
постоянно	voortdurend
издания	uitgave
издания	edities
позиция	houding
позиция	positie
стороне	zijde
стороне	kant
стороне	zijkant
передачи	overdrachten
передачи	transmissie
зависимости	afhankelijkheden
зависимости	afhankelijkheid
дебютировал	debuteerde
закон	wet
кантон	kanton
иностранных	buitenlands
ответ	antwoorden
ответ	beantwoorden
ответ	reactie
ответ	antwoord
ответ	respons
цвет	kleuren
цвет	kleur
списки	lijstjes
списки	lijsten
систем	systemen
комитет	comité
комитет	commissie
комплекс	complexe
комплекс	ingewikkeld
наличие	beschikbaarheid
футболисты	voetballers
функции	kenmerken
функции	functies
функции	functie
состояние	conditie
состояние	voorwaarde
состояние	staat
состояние	aandoening
состояние	toestand
означает	betekend
означает	betekent
общая	vaak
общая	gemeenschappelijk
представителей	vertegenwoordigers
модели	modellen
меньше	kleinere
меньше	minder
меньше	kleiner
климат	klimaat
минут	minuten
минут	notulen
животных	dieren
сен	heilige
создать	creëren
создать	aanmaken
создать	creëer
создать	maken
красный	rode
красный	rood
конец	einde
конец	beëindigen
конец	eind
конец	eindigend
действие	actie
действие	optreden
действие	aktie
правки	bewerkingen
турнир	tornooi
турнир	toernooi
проблема	uitgifte
проблема	probleem
проблема	kwestie
проблема	afgifte
мужчины	reuen
мужчины	mannen
мужчины	mannetjes
матери	moeders
слов	woorden
бой	vechten
бой	vecht
бой	bestrijden
бой	strijd
бой	gevecht
бой	veldslag
бой	slag
написать	schrijven
написать	schrijf
внутри	binnenkant
внутри	binnen
победу	overwinning
победу	zege
победу	victorie
департамент	departement
департамент	afdeling
отсутствие	ontbreken
отсутствие	afwezigheid
отсутствие	gemis
отсутствие	gebrek
австралии	australische
австралии	australië
австралии	australisch
австралии	australiër
император	keizer
статистика	inzichten
статистика	statistieken
статистика	statistiek
предложение	vonnis
предложение	aanbod
предложение	bieden
предложение	suggestie
предложение	aanbieden
предложение	straf
предложение	zin
предложение	voorstel
предложение	aanbieding
представители	vertegenwoordigers
дела	gevallen
равно	gelijken
мэр	burgemeester
получить	krijg
получить	krijgen
второе	tweede
преимущественно	meestal
преимущественно	overwegend
преимущественно	hoofdzakelijk
преимущественно	voornamelijk
преимущественно	vooral
предлагаю	bieden
предлагаю	aanbieden
книгу	boek
культура	cultuur
забил	gescoord
забил	scoorde
фото	fotos
фото	foto
округе	graafschap
индии	indische
индии	indisch
индии	indiase
индии	indiaas
индии	indiaan
золотая	goud
золотая	gulden
золотая	gouden
точка	stip
точка	puntje
точка	punt
районы	oppervlakten
районы	gebieden
районы	districten
районы	wijken
иметь	heb
иметь	hebben
газета	dagblad
газета	krant
газета	kranten
силу	forceren
силу	kracht
артист	artiest
артист	kunstenares
артист	kunstenaar
семья	familie
семья	gezin
озера	meren
северная	noord
северная	noorden
крупных	groot
крупных	grote
народов	volkeren
сообщение	bericht
сообщение	berichtje
сообщение	boodschap
связь	mededelingen
связь	aansluiting
связь	mededeling
связь	telecommunicatie
связь	communicatie
связь	verbinding
связь	connectie
владимирович	vladimirovitsj
изначально	aanvankelijk
изначально	oorspronkelijk
родилась	geboren
хутор	choetor
принять	accepteer
принять	neem
принять	nemen
принять	aanvaarden
