que	那個
bastante	漂亮
señora	夫人
señora	情婦
señora	女主人
deben	必須
dic	十二月
ana	安娜
naturales	自然
naturales	天然
alejandro	亞歷山大
publicación	發表
publicación	出版物
publicación	出版
publicación	張貼
publicación	郵政
figura	圖
soldados	士兵
soldados	焊接
soldados	軍人
soldados	戰士
soldados	兵
blanca	白
blanca	白色
aves	鳥
aves	禽
aves	鳥類
aves	鳥兒
aves	家禽
aves	伯德
pie	腳
pie	英尺
hora	小時
hora	時間
hora	時光
hora	時辰
amigos	朋友
amigos	好友
crítica	批判
crítica	批評家
crítica	危急
crítica	批評
crítica	評論家
crítica	臨界
maestro	師父
maestro	教師
maestro	老師
maestro	主人
maestro	大師
maestro	師傅
asia	亞洲
casas	房子
casas	住家
casas	房屋
motor	引擎
motor	發動機
efecto	效應
efecto	效果
efecto	特效
completo	完整
completo	滿
completo	飽
completo	完成
sencillos	單打
sencillos	單曲
crecimiento	增長
crecimiento	成長
pequeños	小
pequeños	小型
autores	作者
junta	董事會
europeo	歐洲
nuevamente	再次
grado	程度
grado	度
grado	學位
grado	年級
grado	等級
extremo	極限
extremo	極端
extremo	極度
tradicional	傳統
derecha	右
niño	兒童
niño	男孩
niño	小孩
niño	孩子
plantilla	樣板
plantilla	模板
votos	選票
votos	誓言
votos	誓詞
banco	板凳
banco	長椅
banco	銀行
contrato	合同
contrato	合約
pintura	顏料
pintura	油漆
pintura	繪畫
pintura	畫
pintura	油畫
pintura	畫畫
ruso	俄語
ruso	俄文
cuenca	盆地
cuenca	海盆
cuenca	盆
cuenca	分水嶺
cuenca	流域
batería	電池
batería	鼓聲
batería	鼓
batería	電量
diputados	成員
pasa	通過
pasa	通行證
pasa	傳球
máximo	最大
máximo	最大限度
máximo	最多
máximo	最大值
deportes	體育
deportes	運動
recursos	資源
misión	任務
compositor	作曲家
corresponden	對應
futuro	期貨
futuro	將來
futuro	今後
futuro	未來
ángeles	天使
utilizado	使用
vicente	瓦爾
tecnología	技術
tecnología	科技
trabajar	工作
distintos	不同
tiempos	時報
tiempos	時代
fiesta	宴會
fiesta	派對
fiesta	黨
fiesta	政黨
fiesta	聚會
jardín	花園
jardín	園林
jardín	園
jardín	園藝
madera	木制
madera	木材
madera	木質
madera	木頭
madera	木
inferior	底部
inferior	底
inferior	較低
inferior	更低
inferior	下方
inferior	低
inferior	底下
clubes	梅花
clubes	俱樂部
incluyen	包括
frontera	邊境
frontera	邊疆
frontera	邊框
frontera	前沿
frontera	邊界
atención	注意
atención	注意力
doble	雙倍
doble	雙
doble	加倍
doble	雙重
comandante	指揮官
comandante	少校
comandante	主要
comandante	司令
comandante	主修
corazón	心臟
corazón	心
esos	那些
secretario	秘書
letras	信件
letras	歌詞
letras	信
letras	字母
lenguas	語言
lenguas	語文
vivo	活著
encuentro	偶遇
encuentro	邂逅
encuentro	會議
obtener	獲得
obtener	得到
obtener	獲取
originalmente	原本
naturaleza	大自然
naturaleza	自然
naturaleza	性質
claro	清除
existencia	存在
bajos	低低
bajos	低
bajos	低音
juega	玩
juega	彈
juega	播放
rico	富
rico	富人
rico	美味
rico	豐富
rico	好吃
rico	富有
sonido	聲音
sonido	音效
usar	使用
usar	利用
mensajes	訊息
mensajes	信件
mensajes	留言
firme	簽名
firme	簽
firme	事務所
firme	簽字
mesa	表
granada	石榴
granada	手雷
granada	榴彈
antiguos	古人
antiguos	古老
antiguos	古代
pasar	通過
pasar	通行證
pasar	傳球
objeto	天體
objeto	物件
apertura	開幕
apertura	孔徑
apertura	開放
apertura	光圈
apertura	開局
geografía	地理學
geografía	地理
geografía	地域
geografía	地理位置
análisis	分析
protección	保護
géneros	流派
familias	家庭
ferrocarril	鐵路
ferrocarril	鐵道
proyectos	項目
funciones	特點
funciones	地物
funciones	特徵
funciones	函數
funciones	特色
funciones	功能
corona	冠
corona	皇冠
corona	王冠
clima	氣象
clima	氣候
clima	天氣
guillermo	威廉
prensa	報章
prensa	報刊
haya	海牙
escena	場景
escena	現場
escena	一幕
versiones	版本
puerta	門
puerta	大門
griego	希臘
griego	希臘文
habla	聊
cierto	真實
crisis	危機
efectos	影響
efectos	效應
efectos	效果
efectos	特效
memoria	記憶
memoria	記憶體
memoria	記憶力
memoria	回憶
orquesta	樂團
orquesta	管弦樂隊
montaña	山脈
montaña	山
montaña	山區
montaña	山地
mantener	維持
llegada	抵達
llegada	到達
construido	內建
construido	建
berlín	柏林
llama	呼叫
llama	打電話
llama	致電
llama	通話
llama	火焰
llama	電話
directamente	直
directamente	直接
directamente	直直
lanzamiento	釋出
lanzamiento	釋放
lanzamiento	發射
capilla	禮拜堂
larga	長
larga	久
poeta	詩人
tradición	傳統
provincias	各省
provincias	省份
autónoma	自主
hojas	葉子
hojas	刀鋒
hojas	葉
hojas	樹葉
hojas	床單
ricardo	理查
soviética	蘇維埃
necesario	必需
necesario	必要
filosofía	理念
filosofía	哲學
periodista	記者
jugar	玩
jugar	彈
jugar	播放
operación	手術
operación	操作
operación	行動
operación	運算
papa	教皇
papa	馬鈴薯
papa	教宗
papa	土豆
firma	簽
firma	簽署
firma	簽約
firma	簽字
firma	簽名
nacionalidad	公民權
nacionalidad	國籍
patrimonio	邨
patrimonio	遺產
patrimonio	產業
regiones	區域
poesía	詩歌
poesía	詩
hermana	妹妹
hermana	姊妹
hermana	姊姊
hermana	姐姐
hermana	姐妹
decide	決定
alianza	聯盟
alianza	同盟
alianza	結盟
respuesta	答案
respuesta	回覆
respuesta	回答
respuesta	答
respuesta	答復
pruebas	測驗
pruebas	檢驗
pruebas	測試
pruebas	證明
pruebas	試驗
pruebas	證據
médico	醫師
médico	醫務
médico	醫療
médico	內科醫生
médico	醫學
médico	博士
médico	醫生
metro	地鐵
marina	海軍
marina	海事
marina	陸戰隊
marina	海軍陸戰隊
eventos	活動
eventos	事件
exterior	戶外
exterior	外面
exterior	室外
exterior	外
exterior	外部
músicos	樂手
visto	斑點
aquellos	那些
suiza	瑞士
parroquia	教區
física	物理
física	物理學
anteriormente	先前
anteriormente	早先
práctica	實踐
práctica	實用
práctica	練習
grecia	希臘
exposición	展覽會
exposición	博覽會
exposición	展覽
exposición	曝光
exposición	曝露
exposición	暴露
exposición	展
exposición	展品
asiáticos	亞洲
asiáticos	亞裔
cuadro	繪畫
cuadro	表
cuadro	油畫
cuadro	畫
cuadro	畫畫
enfermedad	病
enfermedad	疾病
colonia	殖民地
pequeñas	小
pequeñas	小型
extensión	擴展
extensión	延長
extensión	延期
extensión	延伸
régimen	制度
régimen	政權
dinero	金錢
dinero	錢
dinero	現金
suelo	下限
suelo	土
suelo	泥土
suelo	地板
suelo	土壤
aparición	湧現
aparición	外觀
aparición	外貌
aparición	興起
aparición	外表
operaciones	交易
concepto	概念
concepto	構想
concepto	理念
calles	街
calles	街道
calles	街頭
hechos	事實
ambiente	大氣
ambiente	氣氛
ambiente	大氣層
ambiente	氛圍
ambiente	環境
pronto	很快
pronto	不久
gestión	管理
recibe	接收
salida	退出
salida	出境
salida	輸出
salida	離境
salida	產出
salida	出口
italiana	義大利
italiana	義大利文
acciones	股票
acciones	行動
acciones	股份
acciones	共享
acciones	分享
acciones	庫存
acciones	存貨
cristo	基督
medicina	藥品
medicina	醫務
medicina	藥物
medicina	醫藥
medicina	醫療
medicina	醫學
medicina	藥
evolución	進化
evolución	演化
evolución	演進
evolución	演變
alcanzó	已達到
modelos	模特兒
modelos	模範
modelos	型號
modelos	模型
modelos	示範
modelos	模特
venta	銷售
venta	出售
venta	銷售額
venta	買賣
venta	賣
venta	銷售量
fundador	創始人
fundador	創辦人
procedencia	原產地
procedencia	起源
procedencia	出處
procedencia	來源
procedencia	源
roberto	羅伯特
ganar	勝利
ganar	贏
ganar	贏了
pintor	畫師
pintor	畫家
evento	活動
evento	事件
campeonatos	錦標賽
alemana	德文
alemana	德語
menores	未成年
solamente	只
solamente	只有
pertenecían	屬於
conocimiento	知識
términos	用語
términos	術語
términos	條款
debajo	以下
debajo	下方
generación	世代
generación	一代
bronce	黃銅
bronce	青銅
bronce	銅
tabla	表
tabla	董事會
vio	鋸子
vio	鋸
armada	集團軍
armada	軍
armada	海軍
armada	武裝
armada	軍隊
armada	陸軍
pareja	夥伴
pareja	夫妻
pareja	配對
pareja	夫婦
pareja	情侶
pareja	合伙人
pareja	搭檔
pareja	伴侶
producto	產物
producto	產品
producto	收益
producto	商品
territorios	領土
gol	目標
institución	機構
institución	體制
ingeniero	工程師
luna	月亮
luna	月
luna	月球
reconocimiento	偵查
reconocimiento	承認
reconocimiento	偵察
reconocimiento	歸屬
reconocimiento	表彰
reconocimiento	署名
península	半島
escrita	撰寫
escrita	書寫
llevar	攜帶
bahía	灣
bahía	海灣
adelante	向前
cerro	希爾
cerro	山
enlace	連結
enlace	聯絡
traducción	翻譯
máxima	格言
máxima	最大限度
máxima	最大值
alguien	有人
alguien	某人
alguien	任何人
ganador	勝者
ganador	贏家
estrellas	星空
estrellas	恆星
estrellas	明星
estrellas	星
estrellas	星星
sangre	血液
sangre	鮮血
sangre	血
sangre	血跡
resistencia	韌性
resistencia	抵抗
resistencia	耐力
resistencia	抵制
resistencia	電阻
resistencia	阻力
resistencia	復原力
continuación	延續
conflicto	衝突
volumen	音量
volumen	體積
aérea	空中
técnico	技工
técnico	技術
técnico	科技
técnico	技師
humano	人類
consecuencia	後果
colaboración	協作
colaboración	合作
colores	色彩
colores	顏色
materiales	材質
materiales	物料
materiales	材料
carta	信
carta	包租
carta	字母
carta	信件
carta	信函
carta	來信
centros	中心
categorías	類別
curso	課程
fiestas	假期
fiestas	節日
fiestas	假日
fiestas	節假日
simplemente	只要
simplemente	只是
japonés	日本人
japonés	日文
opinión	意見
franco	法郎
temperatura	氣溫
temperatura	溫度
temperatura	體溫
propuesta	提議
propuesta	提案
propuesta	建議
propuesta	命題
decreto	政令
decreto	法令
decisión	決定
concepción	受孕
concepción	設計
cara	臉
cara	臉部
maria	瑪麗
maria	瑪莉
editor	出版商
editor	出版社
polonia	波蘭
hogar	家用
hogar	家
hogar	住家
hogar	首頁
hogar	住戶
experiencia	專長
experiencia	體驗
experiencia	經驗
abierto	開
abierto	開放
abierto	營業
abierto	開啟
noroeste	西北
participantes	參與
participantes	參加
participantes	參賽者
instituciones	機構
monasterio	修道院
monasterio	寺院
suecia	瑞典
inicialmente	最初
concurso	競賽
concurso	比賽
concurso	競爭
seguir	跟著
seguir	跟隨
marqués	侯爵
altitud	高度
altitud	海拔
dólares	美元
actuación	代理
actuación	績效
actuación	演戲
actuación	業績
actuación	演技
peces	魚類
peces	魚
peces	魚兒
ascenso	爬
ascenso	推廣
ascenso	促銷
ascenso	晉升
ascenso	爬升
planeta	星球
planeta	行星
monumento	碑
monumento	古蹟
monumento	紀念
monumento	紀念碑
monumento	紀念館
marcha	三月
representación	代表性
turismo	觀光
turismo	旅遊
turismo	遊客
publicaciones	出版
publicaciones	發表
publicaciones	出版物
ingeniería	工程
ingeniería	工程學
frecuencia	頻率
semanas	星期
semanas	周
semanas	週數
basado	基於
olímpico	奧運
olímpico	奧林匹克
utilizar	使用
utilizar	利用
piezas	零件
piezas	部件
corea	朝鮮
corea	韓語
corea	韓國
borrado	刪除
religión	宗教
religión	宗教信仰
técnicas	技術
estaciones	季節
estaciones	四季
estaciones	季
escuelas	學校
elección	選舉
elección	選擇
clases	課堂
clases	類
clases	階級
clases	班級
clases	類別
completamente	完全
completamente	充分
vuelo	飛行
vuelo	飛翔
vuelo	班機
vuelo	飛
parlamento	國會
parlamento	議會
titular	頭條
económico	經濟學
económico	經濟
nave	船
nave	船舶
nave	艦
nave	船隻
isleños	島民
posibilidad	可能性
destaca	突顯
directo	直
directo	直接
directo	直直
usado	使用
usado	磨損
sucesor	繼任
sucesor	繼任者
contrario	對面
totalmente	完全
totalmente	充分
oficialmente	官方
oficialmente	正式
volver	回
volver	背
autoridades	當局
pista	曲目
pista	追蹤
pista	軌跡
pista	軌道
pista	提示
pista	跑道
pista	線索
iglesias	教堂
iglesias	教會
método	方法
método	方式
método	法
método	辦法
concierto	演唱會
concierto	音樂會
concierto	協奏曲
cuarta	第四
agricultura	耕作
agricultura	農業
agricultura	農耕
agricultura	務農
par	力矩
par	扭力
par	扭矩
par	配對
viejo	老了
viejo	舊的
viejo	舊
viejo	老
tratamiento	治療
especiales	特價
especiales	特別
nueve	九個
nueve	九
bosque	林子
bosque	樹林
bosque	森林
ganado	賺取
ganado	畜牧
ganado	元
ganado	牲畜
ganado	牛
carga	貨
carga	收費
carga	負荷
carga	充電
carga	負載
carga	貨運
carga	電荷
carga	貨物
carga	裝載
letra	信
letra	筆跡
letra	字母
letra	信件
letra	信函
letra	手寫
letra	歌詞
letra	字跡
letra	來信
necesidad	需要
necesidad	需求
necesidad	必要性
diócesis	教區
dejar	離開
dejar	休假
registro	登記處
registro	唱片
registro	註冊
registro	紀錄
registro	登記
registro	記錄
regreso	復出
regreso	東山再起
regreso	回歸
regreso	回
regreso	返回
regreso	背
duración	耐用
duración	期限
complejo	複雜
bandas	黑幫
bandas	樂隊
bandas	幫派
voto	投票
voto	表決
arquitecto	建築師
perdió	迷失
perdió	輸
perdió	失
perdió	遺失
perdió	輸了
playa	沙灘
playa	海灘
rango	山脈
rango	射程
rango	範圍
rango	排名
cantantes	歌手
arriba	熱門
arriba	頂端
arriba	樓上
arriba	上方
arriba	最高
arriba	以上
arriba	頂
latina	拉丁
latina	拉丁文
conseguir	獲得
conseguir	得到
conseguir	獲取
femenino	婦女
femenino	女
femenino	女性
instalaciones	安裝
instalaciones	裝置
instalaciones	設施
vive	直播
vive	活
derrota	敗
basada	基於
césar	凱撒
castellano	西班牙語
castellano	西班牙文
oriente	東方
oriente	東部
oriente	東
oriente	東區
campeones	冠軍
leyes	法律
estructuras	結構
entrevista	訪談
entrevista	面試
entrevista	採訪
entrevista	約談
entrevista	面談
niveles	關卡
arco	鞠躬
arco	拱門
arco	拱
arco	弧
arco	弓
justo	公平
ficción	虛構
ficción	小說
socialista	社會主義
difícil	艱難
difícil	辛苦
difícil	困難
difícil	難
difícil	硬
difícil	棘手
novelas	小說
conocidos	相識
conocidos	熟人
conocidos	已知
discos	記錄
discos	紀錄
discos	磁碟
listas	名單
diputado	議員
diputado	國會議員
ojos	眼
ojos	眼睛
ojos	雙眼
ojos	眼神
números	數字
destino	目的地
destino	命運
destino	天命
comarca	區域
contacto	聯絡
contacto	接觸
reforma	改革
carreras	種族
carreras	賽車
carreras	職業
expedición	探險
invierno	冬季
invierno	冬
invierno	冬天
llegaron	抵達
llegaron	到達
diferente	不同
barrios	各地區
barrios	貧民區
barrios	貧民窟
barrios	各區
ofrece	優惠
relevancia	關聯性
ancho	寬
ancho	寬度
ancho	廣
ancho	儀表
grabación	錄音
grabación	記錄
esas	那些
boca	嘴巴
boca	口
boca	嘴
boca	口腔
panamá	巴拿馬
completa	完整
completa	完成
negra	黑色
negra	黑
negra	黑人
dominio	藩
dominio	支配
dominio	網域
dominio	域
dominio	自治領
trabajadores	工人
trabajadores	勞動者
valores	價值觀
valores	數值
valores	有價證券
valores	價值
valores	證券
valores	值
mas	更多
mas	更
mas	多
movimientos	動作
movimientos	運動
océano	大洋
océano	海洋
océano	海
océano	洋
promedio	平均值
promedio	平均
árabe	阿拉伯
árabe	阿拉伯語
árabe	阿拉伯文
aplicación	申請
aplicación	申請書
famoso	有名
famoso	名人
famoso	著名
famoso	名流
interpretación	口譯
competición	競賽
competición	競爭
publicada	出版
publicada	發表
publicada	張貼
terreno	陸地
terreno	土地
terreno	地面
terreno	地勢
terreno	地形
similares	相似
similares	類似
construir	建立
construir	構造
construir	建
construir	建構
periódico	期刊
periódico	定期
periódico	報
periódico	報章
periódico	報紙
noticias	新聞
