மற்றும்	en
இலக்கியம்	literatuur
அடங்கும்	inbegrepen
அடங்கும்	inclusief
அடங்கும்	omvat
வடிவம்	opmaak
வடிவம்	formatteren
வடிவம்	indeling
வடிவம்	formaat
வடிவம்	vorm
நாடாளுமன்ற	parlementair
நாடாளுமன்ற	parlement
நாடாளுமன்ற	parlementaire
வாழ்ந்த	leefde
வாழ்ந்த	woonde
வாழ்ந்த	leefden
ஒன்றை	één
ஒன்றை	eén
ஒன்றை	een
பயிற்சி	oefening
பயிற்சி	opleiding
பயிற்சி	oefenen
பயிற்சி	trainen
பயிற்சி	praktijk
பயிற்சி	leerprogramma
பயிற்சி	zelfstudie
பயிற்சி	beoefenen
கோட்டை	kasteel
உயிர்	klinker
உயிர்	reanimeren
உயிர்	leven
உயிர்	klinkers
தீவுகள்	eilanden
எழுத்து	karakter
எழுத்து	schrijven
எழுத்து	scenario
எழுத்து	personage
விளக்கம்	omschrijving
விளக்கம்	signalement
விளக்கம்	beschrijving
சூரிய	zonne
எழுதி	brander
எதிரான	tegen
எட்டு	acht
உலகம்	wereldwijde
உலகம்	globaal
உலகம்	wereld
உலகம்	aardbol
உலகம்	wereldwijd
உலகம்	mondiale
ஏனெனில்	omdat
ஏனெனில்	want
சாதாரண	effen
சாதாரண	vlakte
சாதாரண	normaal
சாதாரண	normale
அரசியல்வாதிகள்	politici
கூடுதல்	aanvullende
கூடுதல்	bijkomende
கூடுதல்	bijkomend
கூடுதல்	extra
கூடுதல்	aanvullend
வழங்கப்பட்டது	verleend
வழங்கப்பட்டது	toegekend
வெளியிடப்பட்டது	uitgebracht
வெளியிடப்பட்டது	vrijgelaten
வெளியிடப்பட்டது	verschenen
வெளியிடப்பட்டது	gepubliceerde
வெளியிடப்பட்டது	gepubliceerd
வெளியிடப்பட்டது	vrijgegeven
வெளியிடப்பட்டது	uitgegeven
தாய்	thaise
தாய்	moeder
தாய்	moedertje
தாய்	thais
தடை	onderbreken
தடை	geblokkeerde
தடை	verbannen
தடை	verbieden
தடை	afbreken
தடை	verbod
தடை	geblokkeerd
தடை	verboden
விமான	luchtvaart
இப்போது	nu
குழந்தை	schatje
குழந்தை	kindje
குழந்தை	kind
குழந்தை	schat
குழந்தை	zuigeling
குழந்தை	jongen
கண்டு	zoek
கண்டு	vinden
கண்டு	vind
கண்டு	gevonden
பணியாற்றினார்	gewerkt
பணியாற்றினார்	werkte
கடவுள்	godheid
மையம்	centreren
மையம்	centrum
சட்ட	juridische
சட்ட	wettelijk
சட்ட	legaal
சட்ட	wettig
சட்ட	juridisch
காட்சி	toon
காட்சி	scène
காட்சி	uitzicht
காட்சி	bekijk
காட்சி	weergeven
காட்சி	weergave
காட்சி	tonen
காட்சி	bekijken
வங்கி	bankieren
வங்கி	bankwezen
நடிகை	actrice
சங்கம்	associatie
சங்கம்	vereniging
பயணம்	reizen
பயணம்	reis
தீவு	eiland
நிர்வாக	administratief
நிர்வாக	administratieve
ஒளி	lichte
ஒளி	licht
ஆசிய	aziatisch
ஆசிய	aziatische
விகிதம்	verhouding
விகிதம்	tarief
சாலை	weg
குடியரசு	republiek
நகரங்கள்	steden
அனைத்தும்	allen
அனைத்தும்	alles
அனைத்தும்	alle
அனைத்தும்	allemaal
மேலாண்மை	beheer
இங்கே	hier
இயற்பியல்	fysica
இயற்பியல்	natuurkunde
இதழ்	tijdschrift
கலைஞர்	artiest
கலைஞர்	kunstenares
கலைஞர்	kunstenaar
குறிப்பிடத்தக்கது	opvallend
குறிப்பிடத்தக்கது	opmerkelijk
குறிப்பிடத்தக்கது	opmerkelijke
ஒலிம்பிக்	olympische
ஒலிம்பிக்	olympisch
மலேசிய	maleisische
மாவட்டங்கள்	districten
மாவட்டங்கள்	wijken
உருவாக்கப்பட்டது	aangemaakt
உருவாக்கப்பட்டது	gemaakt
உருவாக்கப்பட்டது	geschapen
உருவாக்கப்பட்டது	gecreëerd
எவ்வாறு	hoe
தொடங்கியது	begonnen
தொடங்கியது	gestart
தொடங்கியது	begon
தொடங்கியது	opgestart
வெள்ளை	wit
வெள்ளை	witte
சுற்றி	rondom
சுற்றி	rond
எப்படி	hoe
பில்லியன்	biljoen
பில்லியன்	miljarden
பில்லியன்	miljard
பேரரசு	rijk
பேரரசு	keizerrijk
பேரரசு	imperium
நீளம்	lengte
ஆராய்ச்சி	onderzoek
தளம்	perron
தளம்	domein
தளம்	basis
விழா	plechtigheid
விழா	ceremonie
பக்கத்தில்	bladzijde
பக்கத்தில்	pagina
புற	afgelegen
புற	afstandsbediening
முன்னணி	voorgrond
முன்னணி	voorzijde
முன்னணி	voorkant
புவியியல்	aardrijkskunde
புவியியல்	geografie
அடையாளம்	teken
அடையாளம்	identiteit
அடையாளம்	tekenen
அடையாளம்	ondertekenen
அடையாளம்	taggen
அடையாளம்	onderteken
அடையாளம்	identificatie
குறியீடு	wetboek
குறியீடு	coderen
குறியீடு	codering
குறியீடு	symbool
செயல்	exploitatie
செயல்	optreden
செயல்	bewerking
செயல்	actie
செயல்	operatie
செயல்	aktie
செயல்	functie
மன்னன்	konings
மன்னன்	koning
பயன்பாடு	aanvraag
பயன்பாடு	gebruik
பயன்பாடு	applicatie
பயன்பாடு	toepassing
முறைகள்	methoden
முறைகள்	methodes
சொந்த	persoonlijke
சொந்த	persoonlijk
சொந்த	eigen
வார்ப்புரு	sjabloon
கிரேக்க	griekse
கிரேக்க	grieks
கிரேக்க	griek
காதல்	liefde
காதல்	romantische
காதல்	romantisch
காதல்	romanticus
காதல்	liefs
இருவரும்	allebei
இருவரும்	beiden
இருவரும்	beide
வகைப்பாடு	classificatie
வகைப்பாடு	indeling
எடுத்துக்	genomen
எடுத்துக்	nemen
எடுத்துக்	meegenomen
எடுத்துக்	neem
குழந்தைகள்	kinderen
அனைவரும்	alle
அனைவரும்	allemaal
அனைவரும்	iedereen
அனைவரும்	allen
அனைவரும்	alles
ஆரம்ப	beginnend
தகவல்கள்	gegevens
தகவல்கள்	informatie
வில்லியம்	willem
பெயர்கள்	namen
அணு	atoom
பின்பு	daarna
பின்பு	dan
மாணவர்கள்	studenten
மாணவர்கள்	leerlingen
சரியான	corrigeren
சரியான	perfecte
சரியான	correcte
உருவாக்கப்பட்ட	aangemaakt
உருவாக்கப்பட்ட	gemaakt
உருவாக்கப்பட்ட	geschapen
உருவாக்கப்பட்ட	gecreëerd
சபை	raad
சபை	montage
சபை	assemblee
சபை	assemblage
தொடர்புடைய	geassocieerde
தொடர்புடைய	geassocieerd
மருத்துவம்	geneesmiddel
மருத்துவம்	medisch
மருத்துவம்	geneeskunde
மருத்துவம்	medische
மருத்துவம்	medicijnen
கிராமம்	dorp
கிராமம்	dorpje
தாக்குதல்	aanvallen
தாக்குதல்	beledigend
தாக்குதல்	offensief
தாக்குதல்	geweldpleging
தாக்குதல்	aanstootgevend
தாக்குதல்	aanval
தாக்குதல்	mishandeling
மதிப்பு	waarde
கருவிகள்	gereedschap
கருவிகள்	hulpmiddelen
கருவிகள்	gereedschappen
படை	forceren
படை	kracht
மனைவி	echtgenote
மனைவி	vrouw
பதவி	rol
பதவி	positie
அஞ்சல்	post
அஞ்சல்	rits
உதவும்	hulp
உதவும்	helpen
சொற்கள்	woorden
வெளியீடு	publikatie
வெளியீடு	publicatie
வெளியீடு	vrijgave
வெளியீடு	uitvoer
வெளியீடு	loslaten
வெளியீடு	vrijlating
வெளியீடு	bekendmaking
எதிர்	tegenovergesteld
எதிர்	tegenover
எதிர்	tegengesteld
எதிர்	tegenovergestelde
மிக்க	barmhartig
மிக்க	genadig
மிக்க	barmhartige
மிக்க	schrijnend
தொழில்நுட்ப	technisch
தொழில்நுட்ப	technische
வெளியே	eruit
வெளியே	uit
கிராமங்கள்	dorpjes
கிராமங்கள்	dorpen
முக்கியத்துவம்	belangrijkheid
முக்கியத்துவம்	belang
மீன்	vezels
மீன்	vissen
போதும்	genoeg
மஞ்சள்	geel
மஞ்சள்	gele
வருவாய்	ontvangsten
வருவாய்	inkomen
வருவாய்	inkomsten
மலேசியா	maleisië
கிலோமீட்டர்	kilometer
கொள்ளும்	vete
உள்ளூர்	plaatselijk
உள்ளூர்	lokaal
உள்ளூர்	lokale
கிட்டத்தட்ட	bijna
கடைசி	laatste
குரு	goeroe
ஆனாலும்	maar
படத்தில்	foto
எதிர்ப்பு	verzet
