что	อะไร
болгарии	บัลแกเรีย
вне	นอก
вне	ภายนอก
объекты	วัตถุ
форму	ยูนิฟอร์ม
форму	ฟอร์ม
легко	ง่าย
легко	ง่ายๆ
легко	ง่ายดาย
основная	หลัก
минимум	น้อย
миллионов	ล้าน
смерть	ตาย
сельские	ชนบท
правильно	ถูก
правильно	ขวา
крупный	ใหญ่
платформы	แพลตฟอร์ม
руки	มือ
руки	แขน
предложил	แนะ
предложил	แนะนำ
предложил	เสนอ
собрания	ประชุม
париж	ปารีส
канал	ช่อง
канал	คลอง
традиции	ประเพณี
традиции	ธรรมเนียม
языках	ภาษา
происхождение	ที่มา
происхождение	ต้นทาง
происхождение	กำเนิด
дать	ให้
дать	มอบ
времена	ครั้ง
времена	ไทม์
идеи	แนวคิด
бригада	กองพล
объект	หัวข้อ
вынужден	สะกด
порядок	ลำดับ
машины	รถ
машины	รถยนต์
машины	เครื่องจักร
лига	สันนิบาต
лига	ลีก
династии	ราชวงศ์
порт	ท่าเรือ
порт	พอร์ต
гран	ปู่ย่า
структура	โครงสร้าง
полный	ฟู
полный	เต็ม
полный	สมบูรณ์
полный	ครบ
хотел	ต้องการ
бюро	สำนัก
бюро	สำนักงาน
месяц	เดือน
животные	สัตว์
тело	ร่าง
тело	ร่างกาย
тело	กาย
направления	ทิศทาง
температура	อุณหภูมิ
запись	บันทึก
запись	สถิติ
ирландии	ไอร์แลนด์
кому	โคม่า
земля	ที่ดิน
земля	แลนด์
земля	ธรณี
земля	โลก
недели	อาทิตย์
недели	สัปดาห์
отсутствует	หาย
отсутствует	ขาด
приз	รางวัล
видимо	เห็นๆ
класс	ห้องเรียน
класс	คลาส
класс	เรียน
сингл	โสด
архитектуры	สถาปัตยกรรม
местах	ตำแหน่งที่ตั้ง
политика	การเมือง
политика	นโยบาย
речи	สุนทรพจน์
понятие	แนวคิด
выход	ทางออก
материал	วัสดุ
добавить	เพิ่ม
