மற்றும்	et
சிகிச்சை	thérapie
தொகுதிகள்	blocs
தொகுதிகள்	blocages
ஒன்றாக	ensemble
மாநிலம்	état
மாநிலம்	etat
நோக்கி	vers
தற்போதைய	présents
தற்போதைய	présenter
தற்போதைய	courant
தற்போதைய	présente
தற்போதைய	actuels
தற்போதைய	actuelle
தற்போதைய	présent
தற்போதைய	actuel
வருகின்றன	venir
தேர்வு	choisissez
தேர்வு	sélectionner
தேர்வு	sélections
தேர்வு	sélectionnez
தேர்வு	choisir
தேர்வு	sélection
தேர்வு	choix
பலர்	nombreuses
பலர்	plusieurs
பலர்	beaucoup
பலர்	nombreux
ஊர்	ville
அல்ல	pas
அல்ல	non
தூதரகம்	ambassade
தூதரகம்	ambassades
நோபல்	nobles
நோபல்	noblesse
முடிவு	résultat
முடிவு	fin
பத்து	dix
பத்து	rte
கிடைக்கும்	disponible
கிடைக்கும்	disponibles
கிடைக்கும்	dispo
வானூர்தி	avions
வானூர்தி	aéronautique
வானூர்தி	avion
வானூர்தி	aéronefs
தோற்றம்	apparition
தோற்றம்	regardez
தோற்றம்	regarde
தோற்றம்	regardant
தோற்றம்	aspect
தோற்றம்	regardes
தோற்றம்	apparence
நன்றி	merci
நன்றி	remerciements
நன்றி	cordialement
நன்றி	remerciement
வயது	âges
வயது	ère
வயது	âge
அவரை	lui
இதழ்கள்	pétales
இதழ்கள்	revues
தனிப்பட்ட	personnelles
தனிப்பட்ட	privé
தனிப்பட்ட	personnelle
தனிப்பட்ட	personnels
தனிப்பட்ட	privée
தனிப்பட்ட	privés
தனிப்பட்ட	personnel
தனிப்பட்ட	uniques
என்பதால்	puisque
என்பதால்	depuis
மென்பொருள்	logiciels
மென்பொருள்	logiciel
பொழுது	lorsque
பொழுது	quand
சோவியத்	soviétiques
சோவியத்	soviétique
தேவை	nécessaires
தேவை	recherchés
தேவை	obligatoire
தேவை	exigé
தேவை	nécessité
தேவை	requise
தேவை	exigée
தேவை	besoins
தேவை	recherchée
தேவை	besoin
தேவை	nécessaire
தேவை	voulu
தேவை	voulait
தேவை	requis
தேவை	recherché
சக்தி	énergies
சக்தி	énergie
சக்தி	puissance
சக்தி	energie
சக்தி	pouvoir
அவர்களது	leurs
அவர்களது	leur
இல்லாமல்	sans
நிகழ்வுகள்	événements
நிகழ்வுகள்	évènements
நிகழ்வுகள்	evenements
நிகழ்வுகள்	evénements
போரில்	bataille
போரில்	combat
போட்டி	tournoi
போட்டி	allumette
போட்டி	correspondance
போட்டி	tournois
போட்டி	concours
போட்டி	compétition
போட்டி	concurrence
உட்பட	incluant
உட்பட	comprenant
ஏறத்தாழ	presque
ஏறத்தாழ	quasiment
ஏறத்தாழ	quasi
ஏறத்தாழ	pratiquement
கொல்லப்பட்டனர்	tué
கொல்லப்பட்டனர்	tués
கொல்லப்பட்டனர்	tuée
க்கு	pour
கத்தோலிக்க	catholique
கத்தோலிக்க	catholiques
மூன்றாவது	tiers
மூன்றாவது	troisieme
மூன்றாவது	troisièmement
மூன்றாவது	troisième
முந்தைய	précédentes
முந்தைய	précédents
முந்தைய	précédente
முந்தைய	précédent
இயக்கம்	mouvements
இயக்கம்	mouvement
இயக்கம்	fonctionnement
இயக்கம்	opération
முனைவர்	doctorat
முனைவர்	doctorants
முனைவர்	doctorats
குறிப்பிடத்தக்க	significatifs
குறிப்பிடத்தக்க	significative
குறிப்பிடத்தக்க	significatif
நடிகர்கள்	comédiens
நடிகர்கள்	acteurs
உரை	texte
உரை	textes
குறிப்பு	notez
குறிப்பு	référence
குறிப்பு	remarque
விருதுகள்	distinctions
விருதுகள்	récompenses
விருதுகள்	trophées
குறைவான	faible
குறைவான	moins
குறைவான	bas
குறைவான	faibles
குறைவான	basses
குறைவான	basse
கடந்த	passées
கடந்த	derniers
கடந்த	passé
கடந்த	dernière
கடந்த	passée
கடந்த	dernier
கடந்த	passés
கடந்த	dernières
ஆண்	mâle
ஆண்	hommes
ஆண்	masculins
ஆண்	masculin
ஆண்	homme
பிரதேச	divisionnaire
திறன்	habileté
திறன்	compétences
திறன்	capacités
திறன்	capacité
திறன்	compétence
திறன்	aptitude
கொள்கை	politique
கொள்கை	politiques
உங்கள்	votre
உங்கள்	vos
உரிமை	propriété
உரிமை	appropriation
உரிமை	droits
இல்லாத	gratuit
இல்லாத	sans
இல்லாத	gratuitement
இல்லாத	gratuits
இல்லாத	libre
இலக்கியம்	littérature
அடங்கும்	incluse
அடங்கும்	inclus
அடங்கும்	comprend
அடங்கும்	incluses
அடங்கும்	inclut
அடங்கும்	compris
வடிவம்	forme
வடிவம்	formater
நாடாளுமன்ற	parlement
நாடாளுமன்ற	parlementaire
வாழ்ந்த	vécue
வாழ்ந்த	vécu
ஒன்றை	un
ஒன்றை	une
பயிற்சி	tutoriel
பயிற்சி	pratiques
பயிற்சி	instructif
பயிற்சி	entraînement
பயிற்சி	formation
பயிற்சி	didacticiel
பயிற்சி	pratique
பயிற்சி	pratiquer
பயிற்சி	didacticiels
கோட்டை	chateau
கோட்டை	château
உயிர்	ressusciter
உயிர்	vie
உயிர்	raviver
உயிர்	relancer
உயிர்	voyelles
உயிர்	revivre
உயிர்	voyelle
சேர்த்து	inclut
சேர்த்து	incluent
சேர்த்து	comprennent
சேர்த்து	inclure
தீவுகள்	îles
தீவுகள்	iles
எழுத்து	orthographe
எழுத்து	rédaction
எழுத்து	écriture
எழுத்து	personnage
எழுத்து	ecrire
எழுத்து	caractère
எழுத்து	écrire
எழுத்து	scénario
விளக்கம்	descriptif
சூரிய	solaire
சூரிய	solaires
எழுதி	brûleur
எழுதி	graveur
எதிரான	contre
எட்டு	huit
உலகம்	mondiaux
உலகம்	mondial
உலகம்	monde
உலகம்	mondiale
ஏனெனில்	parceque
ஏனெனில்	parce
ஏனெனில்	car
சாதாரண	normale
சாதாரண	normales
சாதாரண	plaine
சாதாரண	normaux
அரசியல்வாதிகள்	politiciens
கூடுதல்	additionnel
கூடுதல்	supplémentaire
கூடுதல்	supplémentaires
வழங்கப்பட்டது	accordée
வழங்கப்பட்டது	accordé
வழங்கப்பட்டது	accordées
வழங்கப்பட்டது	octroyé
