در	ประตู
خوبی	เก่ง
خوبی	สวย
یهودی	ยิว
جاده	ถนน
جاده	ยุโรป
روم	โรม
روم	โรมัน
استقلال	เอกราช
استقلال	อิสรภาพ
وبگاه	เว็บไซต์
خلیج	อ่าว
رودخانه	แม่น้ำ
جیمز	เจมส์
آهنگ	ซง
آهنگ	เพลง
بزرگی	บิ๊ก
بزرگی	ใหญ่
گرفتن	จับ
گرفتن	การพา
عکس	รูปภาพ
عکس	รูป
عکس	ภาพถ่าย
عکس	ภาพ
عکس	แม่ค้า
ملل	ประชาชาติ
ملل	สหประชาชาติ
جی	เจย์
ان	แอน
جلد	ปก
جلد	ปกปิด
وسیله	อุปกรณ์
همگانی	สาธารณชน
همگانی	สาธารณะ
پاپ	ป๊อป
پاپ	โป๊ป
پاپ	ป็อป
تیتر	หัวข้อ
متفاوت	ต่าง
مجله	วารสาร
مجله	นิตยสาร
حساب	บัญชี
پاکستان	ปากีสถาน
تو	เจ้า
تو	เธอ
تو	คุณ
دفاع	ป้องกัน
دانشنامه	สารานุกรม
انسانی	มนุษย์
والیبال	วอลเลย์บอล
والیبال	วอลเล่ย์
مؤسسه	สถาบัน
شخصیت	บุคลิกลักษณะ
شخصیت	บุคลิกภาพ
شخصیت	บุคลิก
شخص	บุคคล
مایکل	ไมเคิล
مایکل	ไมเคิ้ล
درمان	บำบัด
درمان	เลี้ยง
درمان	ปฏิบัติ
درمان	รักษา
کودکان	กุมาร
کودکان	เด็กๆ
کودکان	เด็ก
کودکان	ลูกๆ
میانه	กลาง
شش	หก
قهرمان	ฮีโร่
قهرمان	วีรบุรุษ
قهرمان	แชมป์
ساختار	โครงสร้าง
یهودیان	ยิว
باستانی	โบราณ
فشار	สื่อ
فشار	เบ่ง
فشار	ผลัก
فشار	กด
فشار	ดัน
فشار	กดดัน
فشار	เข็น
محصول	ผลิตภัณฑ์
محصول	สินค้า
مسئله	ปัญหา
گاز	ก๊าซ
گاز	น้ำมัน
گاز	แก๊ส
گاز	กัด
جمع	รวบรวม
جمع	สะสม
جمع	พจน์
جمع	พหูพจน์
فیلمی	ภาพยนตร์
فیلمی	ภาพยนต์
فیلمی	หนัง
جنبش	ขบวนการ
تحصیل	ศึกษา
تحصیل	เรียน
سوئیس	สวิสเซอร์แลนด์
ارشد	อาวุโส
دیوید	เดวิด
کاربردی	ประยุกต์
کاربردی	แอพพลิเคชัน
تابع	ฟังก์ชัน
مهر	ผนึก
جدول	ตาราง
جدول	โต๊ะ
اجازه	อนุญาต
شاعران	กวี
فضایی	อวกาศ
فضایی	พื้นที่
کارهای	งาน
سنای	วุฒิสภา
دار	ดาร์
تقریباً	เกือบ
طلایی	ทองคำ
طلایی	ทอง
طلایی	โกลด์
طلایی	โกลเด้น
ستاره	ดาว
ستاره	ดวงดาว
ستاره	ดารา
سنتی	ดั้งเดิม
تصویب	อนุมัติ
طلا	ทองคำ
طلا	โกลด์
طلا	ทอง
دره	หุบเขา
پرتغال	โปรตุเกส
عربستان	ซาอุดิอาระเบีย
عربستان	อาหรับ
هفته	อาทิตย์
هفته	สัปดาห์
سیتی	ซิตี้
سیتی	เมือง
قرمز	เรด
قرمز	แดง
ثابت	คงที่
ثابت	มั่นคง
ثابت	ซ่อมแซม
ثابت	นิ่ง
ثابت	ตายตัว
متحد	สัมพันธมิตร
متحد	ยูไนเต็ด
متحد	สามัคคี
خبر	ข่าวสาร
خبر	ข่าว
ورود	รายการ
برجسته	ค้าง
نقطه	ประเด็น
نقطه	จุด
نقطه	ชี้
مشترک	ทั่วไป
مشترک	สามัญ
آتش	ไฟ
آتش	เพลิง
زیست	ชีววิทยา
فنی	เทคนิค
چشمه	ปาส
چشمه	ปา
چشمه	สปริง
چشمه	น้ำพุ
چشمه	สปา
پوشش	ปก
پوشش	ปกปิด
سلطنتی	ราชวงศ์
سلطنتی	รอยัล
کتابخانه	ไลบรารี
تشخیص	วินิจฉัย
درخت	ต้นไม้
درخت	ต้น
نزدیکی	ใกล้
تأثیر	อิทธิพล
دید	นิมิตร
دید	เห็น
خدمت	เสิร์ฟ
خدمت	เสริฟ
خدمت	บริการ
داستانی	เรื่อง
بعدها	ทีหลัง
ایرلند	ไอร์แลนด์
پرواز	ฟลาย
پرواز	บิน
رمان	นิยาย
رمان	นวนิยาย
حاصل	ผลิตภัณฑ์
حاصل	ผลลัพธ์
حاصل	สินค้า
حاصل	ผล
ادبی	วรรณคดี
ادبی	วรรณกรรม
خرد	แตก
آسیایی	เอเชีย
آسیایی	บอล
بنیاد	มูลนิธิ
بنیاد	รากฐาน
الله	อัลลอฮฺ
الله	พระเจ้า
الله	อัลลอฮ์
کشورها	ประเทศ
خدا	อัลลอฮฺ
خدا	พระเจ้า
خدا	อัลลอฮ์
رهبری	ผู้นำ
بریتانیایی	บริติช
بریتانیایی	อังกฤษ
تحقیقات	ค้นคว้า
تحقیقات	วิจัย
کلاسیک	คลาสสิค
زندان	คุก
سلطان	สุลต่าน
هوا	อากาศ
هوا	แอร์
برق	สายฟ้า
برق	ฟ้าผ่า
برق	ไฟฟ้า
خورشید	ซุน
خورشید	ซัน
خورشید	พระอาทิตย์
نقاشی	จิตรกรรม
نقاشی	ทาสี
پایتخت	ทุน
پایتخت	พระนคร
تاسیس	สถาปนา
تاسیس	ตำหนัก
شاعر	กวี
مطالعه	ศึกษา
مطالعه	เรียน
رادیو	วิทยุ
نقشه	แผน
نقشه	แพ็คเกจ
نقشه	แผนที่
نقشه	วางแผน
تغییرات	เปลี่ยนแปลง
تغییرات	แปรผัน
بلند	สูง
بلند	ดังๆ
بلند	ไฮ
بلند	ดัง
خودرو	รถ
خودرو	รถยนต์
خودرو	พาหนะ
نماینده	ตัวแทน
اوج	พีค
اوج	ท็อป
مقدس	ศักดิ์สิทธิ์
مقدس	ศีล
حرف	จดหมาย
حرف	พูด
حرف	คุย
اشتباه	ผิด
اشتباه	ธรรม
شهرک	ทาวน์
شهرک	เมือง
جامع	ครอบคลุม
یونانی	กรีก
جعبه	ช่อง
جعبه	กล่อง
مراکز	ศูนย์
محدود	จำกัด
محدود	วงเงิน
نروژ	นอร์เวย์
همیشه	ตลอด
همیشه	เสมอ
همیشه	มัก
عشق	ชอบ
عشق	รัก
مجارستان	ฮังการี
چک	เช็ก
ساده	ธรรมดา
ساده	เพียง
ساده	ง่ายดาย
ساده	ง่าย
ساده	ง่ายๆ
شنا	ว่าย
تخت	เตียง
تخت	ที่นอน
تخت	นอน
سپاه	กองทัพ
سپاه	ทัพ
برج	หอคอย
برج	ทาวเวอร์
برج	หอ
سرانجام	สุดท้าย
اسکاتلند	สกอตแลนด์
نقاط	แต้ม
نقاط	คะแนน
نقاط	จุด
نقاط	ชี้
اسید	กรด
لس	เลส
لس	เล
اوایل	ต้น
پشتیبانی	สนับสนุน
پشتیبانی	สำรอง
پشتیبانی	รองรับ
ایستگاه	สถานี
برده	ทาส
اینترنت	อินเตอร์เน็ต
اینترنت	อินเทอร์เน็ต
جورجیا	จอร์เจีย
دلایل	อาร์กิวเมนต์
دلایل	เหตุผล
پول	เงิน
واشینگتن	วอชิงตัน
عرب	อาหรับ
پیروزی	ชัยชนะ
صدا	เสียง
صاحب	เจ้าของ
برادر	น้อง
مطالعات	ศึกษา
مشکلات	ปัญหา
اقیانوس	มหาสมุทร
اقیانوس	ทะเล
سریع	ด่วน
سریع	เร็ว
سریع	รวดเร็ว
سریع	ไว
جوان	ยัง
جوان	โจน
سرطان	มะเร็ง
مشابه	คล้าย
دانشمندان	บัณฑิต
جشن	ปาร์ตี้
جشن	พรรค
جشن	ฉลอง
جمهور	ประธานาธิบดี
کلمه	คำ
آینده	อนาคต
آینده	ต่อๆ
اسپانیایی	สเปน
اوکراین	ยูเครน
قطع	ตัด
قطع	กรีด
قطع	คัท
رد	เรด
رد	แดง
مازندران	แคสเปียน
اخیر	ล่าสุด
تصاویر	ภาพ
تصاویر	รูปภาพ
تصاویر	แม่ค้า
تصاویر	รูป
تدوین	แก้ไข
تازه	ใหม่
تازه	นิว
تازه	สด
تازه	สดๆ
تازه	สดชื่น
سرخ	เรด
سرخ	แดง
کودک	กุมาร
کودک	เด็ก
فرایند	กระบวนการ
دل	หัวใจ
دل	เดลล์
دل	ใจ
صدای	เสียง
رهبر	ผู้นำ
دیگران	อื่นๆ
واقعی	จริง
جایگزین	ทดแทน
جایگزین	แทนที่
جایگزین	แทน
حفاظت	อนุรักษ์
حفاظت	ป้องกัน
شبیه	เหมือน
شبیه	แบบ
شبیه	ไลค์
شبیه	อย่าง
شبیه	ถูกใจ
شبیه	ชอบ
بافت	เนื้อเยื่อ
مسائل	ปัญหา
بهبود	ปรับปรุง
کانزاس	แคนซัส
ایرانیان	เปอร์เซีย
ایرانیان	อิหร่าน
تک	โสด
ولایت	จังหวัด
گفتگو	สนทนา
رومانی	โรมาเนีย
استادان	มาสเตอร์
فلزی	เหล็ก
فلزی	โลหะ
ژاپنی	ญี่ปุ่น
هنرهای	ศิลปศาสตร์
هنرهای	ศิลปะ
پرچم	ธงชาติ
پرچم	ธง
کاخ	พระราชวัง
کاخ	วัง
کاخ	ราชวัง
صحنه	เวที
صحنه	ขั้น
صحنه	ฉาก
واکنش	ปฏิกิริยา
اکثر	ที่สุด
عوامل	ปัจจัย
ورودی	รายการ
روشن	สว่าง
روشن	เคลียร์
روشن	เบา
روشن	ไลท์
روشن	ล้าง
روشن	ชัดเจน
روشن	แสง
رسیدگی	พิจารณา
صورتی	สีชมพู
صورتی	ชมพู
سعی	พยายาม
پست	โพสต์
پست	โพส
عملکرد	ประสิทธิภาพ
بشر	มนุษยธรรม
بشر	มนุษย์
بشر	มนุษยชาติ
مدار	วงจร
کدام	ซึ่ง
بهره	ดอกเบี้ย
بهره	สนใจ
اروپایی	ยุโรป
رفتار	ทำตัว
رفتار	พฤติกรรม
فرمول	นมผง
فرمول	สูตร
نوری	สว่าง
نوری	เบา
نوری	แสง
نوری	ไลท์
زیبا	งดงาม
زیبا	สวยงาม
زیبا	สวยๆ
زیبا	สวย
دانشجویان	นักศึกษา
دانشجویان	นักเรียน
محور	แกน
مخالفت	ค้าน
حمل	อุ้ม
حمل	พก
دینی	ศาสนา
مسلمانان	มุสลิม
گورستان	สุสาน
گورستان	ป่าช้า
آهن	เตารีด
آهن	เหล็ก
پیشین	อดีต
مقایسه	เทียบ
مهاجرت	นิคม
مقاومت	ขัดขืน
