மற்றும்	そして
செய்திகள்	メッセージ
சோதனை	テスト
உருவாக்க	生成
அரசன்	モナーク
அரசன்	国王
அரசன்	君主
அரசன்	キング
கை	ハンド
அரசியல்வாதி	政治家
பறவைகள்	鳥類
ஒலி	サウンド
ஒலி	音声
ஒலி	オーディオ
குறிப்புகள்	メモ
குறிப்புகள்	注記
குறிப்புகள்	ヒント
குறிப்புகள்	備考
குறிப்புகள்	ノート
பெண்களின்	ガールズ
ஜே	カケス
ஜே	ジェイ
இயக்குனர்	ディレクター
இயக்குனர்	取締役
இயக்குனர்	監督
தொடக்கம்	スタート
தொடக்கம்	始める
தொடக்கம்	起動
தொடக்கம்	開始
பூங்கா	公園
பூங்கா	パーク
இளம்	若い
இளம்	ヤング
அருகே	近く
அருகே	付近
உயர்ந்த	高い
உயர்ந்த	高架
உயர்ந்த	ハイ
காவல்	警察
காவல்	警察官
காவல்	ポリス
குடும்பம்	家族
ஆதரவு	裏書
ஆதரவு	支持
ஆதரவு	サポート
கைது	逮捕
தன்னை	独学
இராகம்	ラーガ
மாலை	イブ
மாலை	イヴ
மாலை	夕方
ஆய்வுகள்	診断
ஆய்வுகள்	研究
சிவப்பு	やり直す
சிவப்பு	赤色
சிவப்பு	やり直し
சிவப்பு	レッド
சிவப்பு	赤い
நடைபெற்றது	開催
முஸ்லிம்	イスラム教
முஸ்லிம்	ムスリム
இன்றும்	トゥデイ
இன்றும்	今日
தலைவர்கள்	チーフス
இரத்த	血液
இரத்த	ブラッド
சிவன்	シヴァ
ஜார்ஜ்	ジョージ
முழுமையான	完備
முழுமையான	コンプリート
இரண்டும்	両方
அவள்	彼女
வரிசை	オーダー
வரிசை	注文
வரிசை	シリアル
மாத	月間
மாத	毎月
மாத	月刊
பயனர்கள்	ユーザ
பயனர்கள்	ユーザー
கான்	カーン
கான்	ハーン
இரவு	ナイト
நடவடிக்கை	アクティビティ
நடவடிக்கை	アクション
நேரங்களில்	タイムズ
வழக்கு	ケース
அகாதமி	アカデミー
சேவைகள்	サービス
தளத்தில்	敷地
தளத்தில்	サイト
மக்கள்தொகை	人口
இதுவரை	遠く
இதுவரை	遠い
நேரடியாக	直接
அறிக்கை	ステートメント
அறிக்கை	声明
அறிக்கை	レポート
அறிக்கை	報告
பணம்	金銭
பணம்	現金
பணம்	貨幣
பணம்	マネー
பணம்	通貨
பணம்	お金
உண்மையான	トゥルー
உண்மையான	本当
உண்மையான	本物
உண்மையான	正真正銘
உண்மையான	リアル
பிரிவுகள்	カテゴリ
பிரிவுகள்	セクション
பிரிவுகள்	分類
பிரிவுகள்	カテゴリー
அடிக்கடி	頻繁
அடிக்கடி	しばしば
மரம்	木製
மரம்	ツリー
மரம்	ウッド
மரம்	木材
இராணுவ	軍隊
இராணுவ	軍事
சீனா	中国
சீனா	チャイナ
உண்மையில்	本当に
ரயில்	列車
ரயில்	トレイン
ரயில்	電車
கவிஞர்	歌人
கவிஞர்	詩人
சுதந்திர	独立
சுதந்திர	自由
சுதந்திர	インディペンデント
செய்தல்	メイキング
வெளியிட்டார்	発行
வடிவமைப்பு	意匠
வடிவமைப்பு	書式
வடிவமைப்பு	構成
வடிவமைப்பு	デザイン
வடிவமைப்பு	設定
வடிவமைப்பு	設計
வடிவமைப்பு	フォーマット
வெப்பநிலை	気温
வெப்பநிலை	温度
நிலையை	ステータス
நிலையை	近況
கப்பல்	船舶
அறிமுகம்	について
அறிமுகம்	導入
அறிமுகம்	紹介
வரி	租税
வரி	税金
வரி	直線
வரி	ライン
மாறாக	むしろ
மாறாக	交互
குரல்	音声
குரல்	ボイス
இயக்குநர்	ディレクター
இயக்குநர்	取締役
இயக்குநர்	監督
ஜேம்ஸ்	ジェームズ
ஜேம்ஸ்	ジェームス
தயாரிப்பு	仕込み
தயாரிப்பு	準備
தயாரிப்பு	調製
தயாரிப்பு	プロダクト
தயாரிப்பு	製品
தயாரிப்பு	生産
தயாரிப்பு	製作
தயாரிப்பு	プロダクション
தயாரிப்பு	調合
புள்ளி	ポイント
இணைப்புக்கள்	つながり
இணைப்புக்கள்	接続
இணைப்புக்கள்	リンク
கருவி	ツール
கருவி	範囲
கருவி	機器
கருவி	デバイス
கருவி	道具
கருவி	工具
கருவி	スコープ
டேவிட்	デヴィッド
டேவிட்	ダビデ
டேவிட்	デビッド
டேவிட்	デイヴィッド
இயங்கும்	アクティブ
இயங்கும்	走る
இயங்கும்	ランニング
புராணம்	伝説
நிகழ்ச்சி	ショー
பௌத்த	仏教
பௌத்த	仏教徒
எழுதப்பட்ட	筆記
கொலை	殺人
வண்ணம்	カラー
நிலையங்கள்	サロン
பரப்பளவு	面積
பரப்பளவு	領域
பரப்பளவு	エリア
வழக்கம்	レギュラー
வழக்கம்	カスタム
வழக்கம்	風習
குறைவாக	少ない
குறைவாக	低い
கலைஞர்கள்	芸術家
கலைஞர்கள்	演者
கலைஞர்கள்	アーティスト
பாகிஸ்தான்	パキスタン
சற்று	あまり
அங்கே	そこ
இன	民族
வசதி	特徴
வசதி	快適
வசதி	慰め
வசதி	機能
வசதி	フィーチャー
வசதி	施設
முயற்சி	トライ
முயற்சி	努力
முயற்சி	試す
கதைகள்	ストーリー
கதைகள்	記事
அரபு	アラブ
இவற்றை	これら
இவற்றை	これらの
பிரான்சு	フランス
விண்வெளி	空間
விண்வெளி	スペース
மாற்றங்கள்	変更
அடர்த்தி	密度
படங்கள்	イメージ
படங்கள்	画像
வார்ப்புருக்கள்	テンプレート
